card,order,dataset,adm.id_mat,Plaatsingsnummer,adm.isadPartOf,Warehouse Location_begin  (nl),adm.uuid_mat,Volgnummer (nl),ResourceID,brocade.id,Source Note (nl),Source Note Type,Source Note Language
e22_Items,1,mpmbr,tg:mpmbr:294_#1,Arch.78,isad:mpm:30,10 Q 2 G,cad9b3f1-d969-558d-9ea8-96d934c61654,p.363-366,cad9b3f1-d969-558d-9ea8-96d934c61654,tg:mpmbr:294_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:284_#1,Arch.78,isad:mpm:30,10 Q 2 G,84474f37-713e-59d1-b954-150149ec266f,p.323-326,84474f37-713e-59d1-b954-150149ec266f,tg:mpmbr:284_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:1111_#1,Arch. 638,isad:mpm:161,10 Q 8 C,bc3fbbed-57b2-582a-9579-5eed448008da,p. 442-445,bc3fbbed-57b2-582a-9579-5eed448008da,tg:mpmbr:1111_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:1069_#1,Arch. 638,isad:mpm:161,10 Q 8 C,626dddf5-1db5-5569-bc9f-c18edc09cf6a,"p. 372-375, p.380-383",626dddf5-1db5-5569-bc9f-c18edc09cf6a,tg:mpmbr:1069_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:1101_#1,Arch. 89,isad:mpm:42,10 Q 2 D,b0ac9b93-9039-5fae-9e7d-c3d674c80d08,p. 781-782,b0ac9b93-9039-5fae-9e7d-c3d674c80d08,tg:mpmbr:1101_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:1079_#1,Arch. 89,isad:mpm:42,10 Q 2 D,de528786-a5b3-52c2-b5a4-c47d8b92ca9b,p. 709-710,de528786-a5b3-52c2-b5a4-c47d8b92ca9b,tg:mpmbr:1079_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:1173_#1,Arch. 638,isad:mpm:161,10 Q 8 C,50397647-2685-5a29-8e10-2d782605ebcc,p. 668-671,50397647-2685-5a29-8e10-2d782605ebcc,tg:mpmbr:1173_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:72_#1,Arch. 95 bis,isad:mpm:337,10 Q 2 C,e2af9fd3-877e-516c-90a3-e4ecb966994a,A.b.7.2,e2af9fd3-877e-516c-90a3-e4ecb966994a,tg:mpmbr:72_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:1163_#1,Arch. 638,isad:mpm:161,10 Q 8 C,921487fd-ba97-55e9-b4b9-140f3fac1c3a,p. 634-635,921487fd-ba97-55e9-b4b9-140f3fac1c3a,tg:mpmbr:1163_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:62_#1,Arch. 95 bis,isad:mpm:337,10 Q 2 C,9da659d7-b49f-57d8-aa9e-798bc2527440,A.b.3.2,9da659d7-b49f-57d8-aa9e-798bc2527440,tg:mpmbr:62_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:809_#1,Arch. 89,isad:mpm:42,10 Q 2 D,f60c1d3a-7326-5e4e-a1f2-98fc4de07264,p. 507-508,f60c1d3a-7326-5e4e-a1f2-98fc4de07264,tg:mpmbr:809_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:190_#1,Arch. 95 bis,isad:mpm:338,10 Q 2 C,161f6c5e-70c7-56cf-b64e-148ee0eb7064,B.i.2.1,161f6c5e-70c7-56cf-b64e-148ee0eb7064,tg:mpmbr:190_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:971_#1,Arch. 89,isad:mpm:42,10 Q 2 D,f7a677c8-dc78-5acc-b246-77c9c13a6bc2,p. 689-690,f7a677c8-dc78-5acc-b246-77c9c13a6bc2,tg:mpmbr:971_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:180_#1,Arch. 95 bis,isad:mpm:338,10 Q 2 C,00522edc-fc9d-5dbd-aa9c-89bebcbfe924,B.e.2,00522edc-fc9d-5dbd-aa9c-89bebcbfe924,tg:mpmbr:180_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:819_#1,Arch. 89,isad:mpm:42,10 Q 2 D,168473ce-ddb1-5a70-b15e-0be4d91b3d60,p. 535-538,168473ce-ddb1-5a70-b15e-0be4d91b3d60,tg:mpmbr:819_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:961_#1,Arch. 89,isad:mpm:42,10 Q 2 D,a923b78f-5235-5d60-9ba4-c708e591d98e,p. 657-658,a923b78f-5235-5d60-9ba4-c708e591d98e,tg:mpmbr:961_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:1215_#1,Arch. 638,isad:mpm:161,10 Q 8 C,e70d41c2-a1a3-5c83-9bd0-7db614d40ccc,p. 834-837,e70d41c2-a1a3-5c83-9bd0-7db614d40ccc,tg:mpmbr:1215_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:1205_#1,Arch. 638,isad:mpm:161,10 Q 8 C,a54f633d-8a6f-5710-a5da-e56cd6427889,p. 796-799,a54f633d-8a6f-5710-a5da-e56cd6427889,tg:mpmbr:1205_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:129_#1,Arch. 95 bis,isad:mpm:339,10 Q 2 C,95bd883c-fb6c-5634-bbe4-44c3937d58c9,C.g.X3,95bd883c-fb6c-5634-bbe4-44c3937d58c9,tg:mpmbr:129_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:139_#1,Arch. 95 bis,isad:mpm:337,10 Q 2 C,8f7ed915-38f2-55c7-89c1-a9ffb1c588dc,A.c.3.1,8f7ed915-38f2-55c7-89c1-a9ffb1c588dc,tg:mpmbr:139_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:604_#1,Arch. 79,isad:mpm:31,10 Q 2 G,546ba19c-f268-5fbe-b52d-dadce036ee33,p. 665-668,546ba19c-f268-5fbe-b52d-dadce036ee33,tg:mpmbr:604_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:614_#1,Arch. 320,isad:mpm:99,10 Q 5 D,11b5325a-5b56-5096-85ca-f859dc863204,los stuk 4 tussen fol. 290 links-rechts,11b5325a-5b56-5096-85ca-f859dc863204,tg:mpmbr:614_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:562_#1,Arch. 79,isad:mpm:31,10 Q 2 G,a0628ffb-2081-5054-921a-6525c429f130,p. 507-510,a0628ffb-2081-5054-921a-6525c429f130,tg:mpmbr:562_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:572_#1,Arch. 79,isad:mpm:31,10 Q 2 G,9227ea45-4363-5117-96cb-ac739f4dba22,p. 547-550,9227ea45-4363-5117-96cb-ac739f4dba22,tg:mpmbr:572_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:337_#1,Arch. 78,isad:mpm:30,10 Q 2 G,f6984bb7-e37f-5616-a92c-d18468640805,p. 513-516,f6984bb7-e37f-5616-a92c-d18468640805,tg:mpmbr:337_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:327_#1,Arch. 78,isad:mpm:30,10 Q 2 G,a73f6f68-31c0-577a-84c3-9a997caf3ea2,p. 469-472,a73f6f68-31c0-577a-84c3-9a997caf3ea2,tg:mpmbr:327_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:1056_#1,Arch. 638,isad:mpm:161,10 Q 8 C,5d7b8d34-03cd-5a90-a341-332e95e51ccf,p. 326-329,5d7b8d34-03cd-5a90-a341-332e95e51ccf,tg:mpmbr:1056_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:586_#1,Arch. 79,isad:mpm:31,10 Q 2 G,d5cdf371-f4fb-5122-94ac-788f5b483168,p. 601-604,d5cdf371-f4fb-5122-94ac-788f5b483168,tg:mpmbr:586_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:1046_#1,Arch. 638,isad:mpm:161,10 Q 8 C,974f05b0-378d-5e85-9f02-68f5ca02716e,p. 298-301,974f05b0-378d-5e85-9f02-68f5ca02716e,tg:mpmbr:1046_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:596_#1,Arch. 79,isad:mpm:31,10 Q 2 G,8804227f-62b3-52b4-b23a-b400a63c3808,p. 641-644,8804227f-62b3-52b4-b23a-b400a63c3808,tg:mpmbr:596_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:1248_#1,SCH HF BA 3,isad:mpm:301,15 Q 4 C,4911e443-ddd3-53db-a5be-c0b9649c1bf3,11,4911e443-ddd3-53db-a5be-c0b9649c1bf3,tg:mpmbr:1248_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:798_#1,Arch. 89,isad:mpm:42,10 Q 2 D,59422854-ff93-52d0-8139-686c7c08c668,p. 485-486,59422854-ff93-52d0-8139-686c7c08c668,tg:mpmbr:798_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:788_#1,Arch. 89,isad:mpm:42,10 Q 2 D,afdb637c-eb6a-56e2-8b1a-8de671167df3,p. 473-474,afdb637c-eb6a-56e2-8b1a-8de671167df3,tg:mpmbr:788_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:854_#1,Arch. 89,isad:mpm:42,10 Q 2 D,6def8303-582a-5b70-b59d-ec8a2a67bdce,p. 113-116,6def8303-582a-5b70-b59d-ec8a2a67bdce,tg:mpmbr:854_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:844_#1,Arch. 89,isad:mpm:42,10 Q 2 D,4641f354-71a8-5af0-8024-e1d35903caea,p. 73-78,4641f354-71a8-5af0-8024-e1d35903caea,tg:mpmbr:844_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:721_#1,Arch. 89,isad:mpm:42,10 Q 2 D,8c176900-6e10-5fa7-8a30-6f6625703d22,p. 319-320,8c176900-6e10-5fa7-8a30-6f6625703d22,tg:mpmbr:721_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:659_#1,Arch. 80,isad:mpm:32,10 Q 2 G,8983f341-e001-5d4b-95cc-16eb08bce558,p. 137-140,8983f341-e001-5d4b-95cc-16eb08bce558,tg:mpmbr:659_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:731_#1,Arch. 89,isad:mpm:42,10 Q 2 D,ba6467ed-6153-5453-9811-616978530777,p. 345-346,ba6467ed-6153-5453-9811-616978530777,tg:mpmbr:731_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:649_#1,Arch. 80,isad:mpm:32,10 Q 2 G,f1ebd96b-eb80-51d8-b1c1-cf4fa81a38fd,p. 97-100,f1ebd96b-eb80-51d8-b1c1-cf4fa81a38fd,tg:mpmbr:649_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:174_#1,Arch. 95 bis,isad:mpm:338,10 Q 2 C,94a334a7-a382-5b9e-ab53-38f57922ca94,B.b.6,94a334a7-a382-5b9e-ab53-38f57922ca94,tg:mpmbr:174_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:995_#1,Arch. 638,isad:mpm:161,10 Q 8 C,ea1c53ce-1be8-5edc-863c-4fe39528dba2,p. 81-82,ea1c53ce-1be8-5edc-863c-4fe39528dba2,tg:mpmbr:995_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:164_#1,Arch. 95 bis,isad:mpm:338,10 Q 2 C,64dad5e2-cc09-52a2-b02d-ad73280705e6,B.a.7,64dad5e2-cc09-52a2-b02d-ad73280705e6,tg:mpmbr:164_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:985_#1,Arch. 638,isad:mpm:161,10 Q 8 C,4c79f537-e5be-5d8a-9cea-39689970aaad,p. 43-44,4c79f537-e5be-5d8a-9cea-39689970aaad,tg:mpmbr:985_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:212_#1,Arch. 1457,isad:mpm:343,10 R 3 B,175b3cd0-897c-5935-81d4-fe83f8699ba6,6,175b3cd0-897c-5935-81d4-fe83f8699ba6,tg:mpmbr:212_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:202_#1,Arch. 95 bis,isad:mpm:338,10 Q 2 C,65133631-ca82-50cc-a0c8-cf29d4d7220c,B.k.5,65133631-ca82-50cc-a0c8-cf29d4d7220c,tg:mpmbr:202_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:1197_#1,Arch. 638,isad:mpm:161,10 Q 8 C,d40b40d1-c82c-573d-9ca5-443ccfcc9fb6,p. 772-775,d40b40d1-c82c-573d-9ca5-443ccfcc9fb6,tg:mpmbr:1197_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:96_#1,Arch. 95 bis,isad:mpm:339,10 Q 2 C,5e33f77b-0920-5577-9c8a-2f302723892b,C.e.1.3,5e33f77b-0920-5577-9c8a-2f302723892b,tg:mpmbr:96_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:1187_#1,Arch. 638,isad:mpm:161,10 Q 8 C,16d687ec-0fb5-5e66-aaf8-ff52911f7d16,p. 730-731,16d687ec-0fb5-5e66-aaf8-ff52911f7d16,tg:mpmbr:1187_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:86_#1,Arch. 95 bis,isad:mpm:339,10 Q 2 C,c5fe5fa3-fadb-55e4-b068-e3442438babe,C.b.5,c5fe5fa3-fadb-55e4-b068-e3442438babe,tg:mpmbr:86_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:435_#1,Arch. 79,isad:mpm:30,10 Q 2 G,924fdbc2-7b9d-5511-968d-777db8b97b2d,p. 189-192,924fdbc2-7b9d-5511-968d-777db8b97b2d,tg:mpmbr:435_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:270_#1,Arch. 277,isad:mpm:158,10 Q 4 B,c59c3c2f-b892-575e-aeea-8945a3b017a7,los stuk 5,c59c3c2f-b892-575e-aeea-8945a3b017a7,tg:mpmbr:270_#1,tussen fol. 61-62,remarks,Nederlands
e22_Items,1,mpmbr,tg:mpmbr:308_#1,Arch.78,isad:mpm:30,10 Q 2 G,0682f952-5dc4-53da-b5ac-242a2d9ec9bc,p.421-424,0682f952-5dc4-53da-b5ac-242a2d9ec9bc,tg:mpmbr:308_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:260_#1,Arch. 78,isad:mpm:30,10 Q 2 G,a47009a5-8b59-5e63-b202-812c85d48135,p. 247-250,a47009a5-8b59-5e63-b202-812c85d48135,tg:mpmbr:260_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:318_#1,Arch. 78,isad:mpm:30,10 Q 2 G,da4de5e9-caf6-55fe-8de3-2a4e4fe518a7,p. 431-434,da4de5e9-caf6-55fe-8de3-2a4e4fe518a7,tg:mpmbr:318_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:116_#1,Arch. 337,isad:mpm:365,10 Q 5 C,f86d3249-cf6c-5ccc-ab90-884fa5983b68,,f86d3249-cf6c-5ccc-ab90-884fa5983b68,tg:mpmbr:116_#1,Los stuk tussen fol. 19 links-rechts,remarks,Nederlands
e22_Items,1,mpmbr,tg:mpmbr:106_#1,Arch. 95 bis,isad:mpm:339,10 Q 2 C,3c66b6ce-a91a-5b9f-9924-bff5d0d57cf0,C.e.5.2,3c66b6ce-a91a-5b9f-9924-bff5d0d57cf0,tg:mpmbr:106_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:743_#1,Arch. 89,isad:mpm:42,10 Q 2 D,0e51641f-4e4f-50af-9832-623f23772a77,p. 373-373A,0e51641f-4e4f-50af-9832-623f23772a77,tg:mpmbr:743_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:753_#1,Arch. 89,isad:mpm:42,10 Q 2 D,9173c97f-0de7-521b-ac58-864cdf08b050,p. 395-396,9173c97f-0de7-521b-ac58-864cdf08b050,tg:mpmbr:753_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:836_#1,Arch. 89,isad:mpm:42,10 Q 2 D,d45dee1e-1372-51f2-a6f4-9864a16bb56c,p. 43-46,d45dee1e-1372-51f2-a6f4-9864a16bb56c,tg:mpmbr:836_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:826_#1,Arch. 89,isad:mpm:42,10 Q 2 D,c3cf16c4-c75e-51a4-ab3a-a9be6f5f1b7f,p. 5-6,c3cf16c4-c75e-51a4-ab3a-a9be6f5f1b7f,tg:mpmbr:826_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:682_#1,SCH HF BA 112,isad:mpm:301,10 Q 6 D,60b3987a-0d2e-5375-ac31-ebdb224e064e,,60b3987a-0d2e-5375-ac31-ebdb224e064e,tg:mpmbr:682_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:692_#1,SCH HF BA 112,isad:mpm:301,10 Q 6 D,7ffc752a-131c-5182-a83c-0c9c3e587514,,7ffc752a-131c-5182-a83c-0c9c3e587514,tg:mpmbr:692_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:1034_#1,Arch. 638,isad:mpm:161,10 Q 8 C,4299d494-e0e4-53c2-bef4-3ba41bbd7d66,p. 244-247,4299d494-e0e4-53c2-bef4-3ba41bbd7d66,tg:mpmbr:1034_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:1024_#1,Arch. 638,isad:mpm:161,10 Q 8 C,f376e110-d9b4-5894-865b-e906cfe74eba,p. 208-211,f376e110-d9b4-5894-865b-e906cfe74eba,tg:mpmbr:1024_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:1012_#1,Arch. 638,isad:mpm:161,10 Q 8 C,6a70bc96-6c8d-55d6-95fd-4cb42dfb6b50,p. 146-149,6a70bc96-6c8d-55d6-95fd-4cb42dfb6b50,tg:mpmbr:1012_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:1002_#1,Arch. 638,isad:mpm:161,10 Q 8 C,dfe605aa-f018-5fc2-b5c4-a6f1b6203395,p. 112-115,dfe605aa-f018-5fc2-b5c4-a6f1b6203395,tg:mpmbr:1002_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:397_#1,Arch. 79,isad:mpm:31,10 Q 2 G,35dde4ec-f4ff-55be-b293-9c9726ca44ec,p. 37-40,35dde4ec-f4ff-55be-b293-9c9726ca44ec,tg:mpmbr:397_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:387_#1,Arch. 78,isad:mpm:30,10 Q 2 G,5d0e4123-b113-58a0-8756-73624245f87b,p. 693-696,5d0e4123-b113-58a0-8756-73624245f87b,tg:mpmbr:387_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:189_#1,Arch. 95 bis,isad:mpm:338,10 Q 2 C,a317bb9f-90f9-5cce-ab36-eecd17b0e2a4,B.i.1.2,a317bb9f-90f9-5cce-ab36-eecd17b0e2a4,tg:mpmbr:189_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:810_#1,Arch. 89,isad:mpm:42,10 Q 2 D,0883e749-0133-5a9a-a637-da4d35122ba5,p. 509-512,0883e749-0133-5a9a-a637-da4d35122ba5,tg:mpmbr:810_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:968_#1,Arch. 89,isad:mpm:42,10 Q 2 D,70a04938-704e-53dd-8b10-162f8cbb2ff3,p. 677-680,70a04938-704e-53dd-8b10-162f8cbb2ff3,tg:mpmbr:968_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:800_#1,Arch. 89,isad:mpm:42,10 Q 2 D,58e18063-c535-5f27-9492-9051e855dda9,p. 489-490,58e18063-c535-5f27-9492-9051e855dda9,tg:mpmbr:800_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:199_#1,Arch. 95 bis,isad:mpm:338,10 Q 2 C,5f6825f1-8574-55b5-9229-1d48d7f20196,B.k.3.1,5f6825f1-8574-55b5-9229-1d48d7f20196,tg:mpmbr:199_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:978_#1,Arch. 638,isad:mpm:161,10 Q 8 C,c7584991-bcb5-5fe2-a160-8634ef041134,p. 15-18,c7584991-bcb5-5fe2-a160-8634ef041134,tg:mpmbr:978_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:130_#1,Arch. 95 bis,isad:mpm:339,10 Q 2 C,6089c431-013d-5037-aa7d-50e2e776de2c,C.g.X4.1,6089c431-013d-5037-aa7d-50e2e776de2c,tg:mpmbr:130_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:120_#1,Arch. 95 bis,isad:mpm:339,10 Q 2 C,ee42bb95-ccff-538b-ad88-e234a331db40,C.g.6.2,ee42bb95-ccff-538b-ad88-e234a331db40,tg:mpmbr:120_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:765_#1,Arch. 89,isad:mpm:42,10 Q 2 D,7a491ef9-de3a-5794-8387-588165c974df,p. 419-420,7a491ef9-de3a-5794-8387-588165c974df,tg:mpmbr:765_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:775_#1,Arch. 89,isad:mpm:42,10 Q 2 D,6e84d1db-532d-5980-bb57-bb398760d71b,p. 439-440,6e84d1db-532d-5980-bb57-bb398760d71b,tg:mpmbr:775_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:403_#1,Arch. 79,isad:mpm:31,10 Q 2 G,cdad8d53-7c42-5c5b-aab8-8e87c0cb6877,p. 61-64,cdad8d53-7c42-5c5b-aab8-8e87c0cb6877,tg:mpmbr:403_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:413_#1,Arch. 79,isad:mpm:31,10 Q 2 G,46f3e0af-1bfb-588c-92b9-ee4e3192f6e7,p. 101-104,46f3e0af-1bfb-588c-92b9-ee4e3192f6e7,tg:mpmbr:413_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:256_#1,Arch. 78,isad:mpm:30,10 Q 2 G,9617c501-3957-5e71-a1af-b7dab2759883,p. 231-234,9617c501-3957-5e71-a1af-b7dab2759883,tg:mpmbr:256_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:246_#1,Arch. 78,isad:mpm:30,10 Q 2 G,cda747eb-3531-5ade-9955-7e14eca6515b,p. 189-192,cda747eb-3531-5ade-9955-7e14eca6515b,tg:mpmbr:246_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:234_#1,Arch. 78,isad:mpm:30,10 Q 2 G,7841e860-d734-5d21-b73c-83eca6727240,p. 143-146,7841e860-d734-5d21-b73c-83eca6727240,tg:mpmbr:234_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:224_#1,Arch. 1457,isad:mpm:343,10 R 3 B,858f9eaa-c178-5c7a-996d-7530b32c9354,18,858f9eaa-c178-5c7a-996d-7530b32c9354,tg:mpmbr:224_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:461_#1,Arch. 290,isad:mpm:95,10 Q 4 A,524a8862-1e98-5aa6-8b58-3896f583f70d,los stuk 7,524a8862-1e98-5aa6-8b58-3896f583f70d,tg:mpmbr:461_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:519_#1,Arch. 79,isad:mpm:31,10 Q 2 G,5cae49c7-5063-5b01-8275-90df1df3ef50,p. 347-350,5cae49c7-5063-5b01-8275-90df1df3ef50,tg:mpmbr:519_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:471_#1,Arch. 79,isad:mpm:31,10 Q 2 G,a20f70bd-dea8-5697-9af0-213d20fed893,p. 161-164,a20f70bd-dea8-5697-9af0-213d20fed893,tg:mpmbr:471_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:509_#1,Arch. 79,isad:mpm:31,10 Q 2 G,2ad86862-e67a-5508-b6e9-0ce0bf40923a,p. 307-310,2ad86862-e67a-5508-b6e9-0ce0bf40923a,tg:mpmbr:509_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:707_#1,Arch. 89,isad:mpm:42,10 Q 2 D,de6b146d-d25d-51e2-b381-dbb25061ad61,p. 283-286,de6b146d-d25d-51e2-b381-dbb25061ad61,tg:mpmbr:707_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:717_#1,Arch. 89,isad:mpm:42,10 Q 2 D,dc763bd9-4052-58ba-823b-bac2849ce23f,p. 309-310,dc763bd9-4052-58ba-823b-bac2849ce23f,tg:mpmbr:717_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:152_#1,Arch. 95 bis,isad:mpm:337,10 Q 2 C,ac9e54f5-0ff9-5e30-beaa-a28abf9818e7,A.d.4.2,ac9e54f5-0ff9-5e30-beaa-a28abf9818e7,tg:mpmbr:152_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:142_#1,Arch. 95 bis,isad:mpm:337,10 Q 2 C,bb76d74c-7ee9-5e1c-83f3-cf3bcc52ba17,A.c.4.2,bb76d74c-7ee9-5e1c-83f3-cf3bcc52ba17,tg:mpmbr:142_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:872_#1,Arch. 89,isad:mpm:42,10 Q 2 D,a29154b9-b167-5782-8f61-9737bca6c54c,p. 161-164,a29154b9-b167-5782-8f61-9737bca6c54c,tg:mpmbr:872_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:862_#1,Arch. 89,isad:mpm:42,10 Q 2 D,a8919004-c414-52cb-9d5b-751d398ac29f,p. 135-138,a8919004-c414-52cb-9d5b-751d398ac29f,tg:mpmbr:862_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:1108_#1,Arch. 638,isad:mpm:161,10 Q 8 C,478f6aaf-605c-5751-bcef-534b0731b846,p. 430-433,478f6aaf-605c-5751-bcef-534b0731b846,tg:mpmbr:1108_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:1070_#1,Arch. 638,isad:mpm:161,10 Q 8 C,220e6481-959e-5633-9b82-a18c93fa95f8,p. 384-387,220e6481-959e-5633-9b82-a18c93fa95f8,tg:mpmbr:1070_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:1118_#1,Arch. 638,isad:mpm:161,10 Q 8 C,a241fd11-16dd-572b-8385-4c3bcc31fb52,p. 466-467,a241fd11-16dd-572b-8385-4c3bcc31fb52,tg:mpmbr:1118_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:19_#1,Arch. 609,isad:mpm:136,10 Q 7 A,dd016a06-5dfa-5612-957d-936661c4a091,p. 5,dd016a06-5dfa-5612-957d-936661c4a091,tg:mpmbr:19_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:1060_#1,Arch. 638,isad:mpm:161,10 Q 8 C,8fd00fb4-6aea-5f5f-b681-159b6bb5a835,p. 340-341,8fd00fb4-6aea-5f5f-b681-159b6bb5a835,tg:mpmbr:1060_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:544_#1,Arch. 79,isad:mpm:31,10 Q 2 G,5884c330-1bd1-569c-a601-1ef104ea7b7e,p. 437-440,5884c330-1bd1-569c-a601-1ef104ea7b7e,tg:mpmbr:544_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:1094_#1,Arch. 89,isad:mpm:42,10 Q 2 D,a795a125-4767-5b2c-aa71-9dbda7f83c9e,p. 755-756,a795a125-4767-5b2c-aa71-9dbda7f83c9e,tg:mpmbr:1094_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:554_#1,Arch. 79,isad:mpm:31,10 Q 2 G,d6c85e10-8946-5313-ba0f-18130e442ec8,p. 477-480,d6c85e10-8946-5313-ba0f-18130e442ec8,tg:mpmbr:554_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:1084_#1,Arch. 89,isad:mpm:42,10 Q 2 D,685aad50-0a70-54b2-a8dd-32e9c03c4eb7,p. 721-722,685aad50-0a70-54b2-a8dd-32e9c03c4eb7,tg:mpmbr:1084_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:279_#1,Arch.78,isad:mpm:30,10 Q 2 G,5592ffe9-435b-5540-b632-ee86e74de8ab,p.303-306,5592ffe9-435b-5540-b632-ee86e74de8ab,tg:mpmbr:279_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:301_#1,Arch.78,isad:mpm:30,10 Q 2 G,fbc543fd-13e1-58f5-a0ba-9c30926ed184,p.393-396,fbc543fd-13e1-58f5-a0ba-9c30926ed184,tg:mpmbr:301_#1,,,
