ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,carrier_type_source_field,Carrier Type,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,Document status,Format Number,Format Unit Type,Format Number Type,Hallmark Type,dataset,adm.id_mat,Plaatsingsnummer,adm.isadPartOf,Warehouse Location (begin),adm.uuid_mat,Volgnummer,Source Note,Source Note Type,Source Note Language,Mark Text,Mark Type,Mark Language,Material,Object Type,Other Identifier,Other Identifier Type,Product stadium,Production Technique Type,Keeper,Object Number,Object Identifier,source_date,Restriction Type
9754017a-b799-51d2-8645-421074fb30d3,tg:mpmre:455_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,300,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9754017a-b799-51d2-8645-421074fb30d3,tg:mpmre:455_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,200,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9754017a-b799-51d2-8645-421074fb30d3,tg:mpmre:455_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,,,,,,,,,,,,,,,81,folios (leaves),aantal beschreven,,,,,,,,,,,,,,,,,,,,,,,,,
9754017a-b799-51d2-8645-421074fb30d3,tg:mpmre:455_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,,,,,,,,,,,,,,,149,folios (leaves),aantal totaal,,,,,,,,,,,,,,,,,,,,,,,,,
9754017a-b799-51d2-8645-421074fb30d3,tg:mpmre:455_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,mpmre,tg:mpmre:455_#1,Arch. 36,isad:mpm:206,10 Q 1 D,9754017a-b799-51d2-8645-421074fb30d3,,,,,,,,,,,,,,,,,,
9754017a-b799-51d2-8645-421074fb30d3,tg:mpmre:455_#1,e22_Materials,1,kenmerken.mpmschrijf,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ink,,,,,,,,,,
9754017a-b799-51d2-8645-421074fb30d3,tg:mpmre:455_#1,e22_ObjectTypes,1,kenmerken.mpmtypere,redb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,daybooks,,,,,,,,,
9754017a-b799-51d2-8645-421074fb30d3,tg:mpmre:455_#1,e22_UsageRestrictions,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1561,open
9766deff-8bfa-5181-823c-f8ea63435409,tg:mpmre:622_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmre:622_#1,https://data.museumplantinmoretus.be/ark:/11975/9766deff-8bfa-5181-823c-f8ea63435409,,
9766deff-8bfa-5181-823c-f8ea63435409,tg:mpmre:622_#1,e22_AnnotationsMaterial,1,kenmerken.mpmaccess,acai,Alfabetische index,Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9766deff-8bfa-5181-823c-f8ea63435409,tg:mpmre:622_#1,e22_Archives,1,,,,,,isad:mpm:466,"dlod={""name"":""Grootboeken"",""ark"":""ark:/11975/x0/20928a00-eb92-5b01-8d4d-a029e2d57051"",""uri"":""/repositories/10/archival_objects/49863"",""id"":""isad:mpm:466"",""nameWithContext"":[""Archief van de familie ~[Moretus](au::106910)~"",""Archieven van de aanverwante families"",""Archief van de familie ~[Schilders](au::106904)~"",""Familie- en bedrijfsarchief van ~[Henri François Schilders](au::106903)~ en ~[Sibilla Bosschaert](au::108734)~"",""Bedrijfsarchief van ~[Henri François Schilders](au::106903)~ en ~[Sibilla Bosschaert](au::108734)~"",""Aanvulling"",""Facturen en kwitanties betreffende rechtsgedingen""],""resourceName"":""Plantin-~[Moretus](au::106910)~ archief"",""resourceArk"":""ark:/11975/x0/fa957442-ea6f-5037-bc8c-af8ef80f08ae"",""resourceURI"":""/repositories/10/resources/2355"",""resourceID"":""isad:mpm:22"",""capacity"":""Grootboeken"",""isCapacity"":true,""orgID"":""mpm"",""suggestType"":""archiveobject""}",ark:/11975/x0/20928a00-eb92-5b01-8d4d-a029e2d57051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9766deff-8bfa-5181-823c-f8ea63435409,tg:mpmre:622_#1,e22_DimensionSourceNotes,1,kenmerken/mpmformaths.mpmformathsafm,45 x 29,,,,,,,,,,,,"45 x 29 - height, width, kenmerken/mpmformaths.mpmformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9766deff-8bfa-5181-823c-f8ea63435409,tg:mpmre:622_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,450,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9766deff-8bfa-5181-823c-f8ea63435409,tg:mpmre:622_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,290,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9766deff-8bfa-5181-823c-f8ea63435409,tg:mpmre:622_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,,,,,,,,,,,,,,,100,folios (leaves),aantal beschreven,,,,,,,,,,,,,,,,,,,,,,,,,
9766deff-8bfa-5181-823c-f8ea63435409,tg:mpmre:622_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,,,,,,,,,,,,,,,197,folios (leaves),aantal totaal,,,,,,,,,,,,,,,,,,,,,,,,,
9766deff-8bfa-5181-823c-f8ea63435409,tg:mpmre:622_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,mpmre,tg:mpmre:622_#1,Arch. 1391,isad:mpm:466,10 R 3 D,9766deff-8bfa-5181-823c-f8ea63435409,,,,,,,,,,,,,,,,,,
9766deff-8bfa-5181-823c-f8ea63435409,tg:mpmre:622_#1,e22_Materials,1,kenmerken.mpmschrijf,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ink,,,,,,,,,,
9766deff-8bfa-5181-823c-f8ea63435409,tg:mpmre:622_#1,e22_ObjectTypes,1,kenmerken.mpmtypere,regb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ledgers (account books),,,,,,,,,
9766deff-8bfa-5181-823c-f8ea63435409,tg:mpmre:622_#1,e22_OtherIdentifiers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCH HF BA 251,repository numbers,,,,,,,
9766deff-8bfa-5181-823c-f8ea63435409,tg:mpmre:622_#1,e22_UsageRestrictions,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680,open
97704cd0-d020-5a46-a7a3-f8dc04b40a21,tg:mpmre:492_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmre:492_#1,https://data.museumplantinmoretus.be/ark:/11975/97704cd0-d020-5a46-a7a3-f8dc04b40a21,,
97704cd0-d020-5a46-a7a3-f8dc04b40a21,tg:mpmre:492_#1,e22_AnnotationsMaterial,1,kenmerken.mpmaccess,acai,Alfabetische index,Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97704cd0-d020-5a46-a7a3-f8dc04b40a21,tg:mpmre:492_#1,e22_Archives,1,,,,,,isad:mpm:201,"dlod={""name"":""Grootboeken Frankfurt"",""ark"":""ark:/11975/x0/8a44e39f-010b-59bc-87b4-b163bcb4d96f"",""uri"":""/repositories/10/archival_objects/21508"",""id"":""isad:mpm:201"",""nameWithContext"":[""Archief van de ~[Officina Plantiniana](au::106905)~"",""Boekhouding"",""Financiële stukken geordend naar onderwerp"",""Frankfurter Buchmesse"",""Verkoop van boeken op de Buchmesse""],""resourceName"":""Plantin-~[Moretus](au::106910)~ archief"",""resourceArk"":""ark:/11975/x0/fa957442-ea6f-5037-bc8c-af8ef80f08ae"",""resourceURI"":""/repositories/10/resources/2355"",""resourceID"":""isad:mpm:22"",""capacity"":""Grootboeken Frankfurt"",""isCapacity"":true,""orgID"":""mpm"",""suggestType"":""archiveobject""}",ark:/11975/x0/8a44e39f-010b-59bc-87b4-b163bcb4d96f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97704cd0-d020-5a46-a7a3-f8dc04b40a21,tg:mpmre:492_#1,e22_DimensionSourceNotes,1,kenmerken/mpmformaths.mpmformathsafm,33 x 22,,,,,,,,,,,,"33 x 22 - height, width, kenmerken/mpmformaths.mpmformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97704cd0-d020-5a46-a7a3-f8dc04b40a21,tg:mpmre:492_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,330,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97704cd0-d020-5a46-a7a3-f8dc04b40a21,tg:mpmre:492_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,220,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97704cd0-d020-5a46-a7a3-f8dc04b40a21,tg:mpmre:492_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,,,,,,,,,,,,,,,134,folios (leaves),aantal beschreven,,,,,,,,,,,,,,,,,,,,,,,,,
97704cd0-d020-5a46-a7a3-f8dc04b40a21,tg:mpmre:492_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,,,,,,,,,,,,,,,135,folios (leaves),aantal totaal,,,,,,,,,,,,,,,,,,,,,,,,,
97704cd0-d020-5a46-a7a3-f8dc04b40a21,tg:mpmre:492_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,mpmre,tg:mpmre:492_#1,Arch. 762,isad:mpm:201,10 R 9 C,97704cd0-d020-5a46-a7a3-f8dc04b40a21,,,,,,,,,,,,,,,,,,
97704cd0-d020-5a46-a7a3-f8dc04b40a21,tg:mpmre:492_#1,e22_Materials,1,kenmerken.mpmschrijf,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ink,,,,,,,,,,
97704cd0-d020-5a46-a7a3-f8dc04b40a21,tg:mpmre:492_#1,e22_ObjectTypes,1,kenmerken.mpmtypere,regb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ledgers (account books),,,,,,,,,
97704cd0-d020-5a46-a7a3-f8dc04b40a21,tg:mpmre:492_#1,e22_UsageRestrictions,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1596,open
97a3b4ab-88c8-5587-86f4-d29b9ba0961b,tg:mpmak:12_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmak:12_#1,https://data.museumplantinmoretus.be/ark:/11975/97a3b4ab-88c8-5587-86f4-d29b9ba0961b,,
97a3b4ab-88c8-5587-86f4-d29b9ba0961b,tg:mpmak:12_#1,e22_Archives,1,,,,,,isad:mpm:205,"dlod={""name"":""Drukkersprivileges"",""ark"":""ark:/11975/x0/f5146c7c-8bcf-5e0b-bbe0-ac565915536d"",""uri"":""/repositories/10/archival_objects/21936"",""id"":""isad:mpm:205"",""nameWithContext"":[""Archief van de ~[Officina Plantiniana](au::106905)~"",""Akten en juridische stukken""],""resourceName"":""Plantin-~[Moretus](au::106910)~ archief"",""resourceArk"":""ark:/11975/x0/fa957442-ea6f-5037-bc8c-af8ef80f08ae"",""resourceURI"":""/repositories/10/resources/2355"",""resourceID"":""isad:mpm:22"",""capacity"":""Drukkersprivileges"",""isCapacity"":true,""orgID"":""mpm"",""suggestType"":""archiveobject""}",ark:/11975/x0/f5146c7c-8bcf-5e0b-bbe0-ac565915536d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97a3b4ab-88c8-5587-86f4-d29b9ba0961b,tg:mpmak:12_#1,e22_Carrier,1,,,,,,,,,kenmerken.mpmdragerak,parchment (animal material),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97a3b4ab-88c8-5587-86f4-d29b9ba0961b,tg:mpmak:12_#1,e22_DimensionSourceNotes,1,kenmerken/mpmformaths.mpmformathsafm,23 x 40,,,,,,,,,,,,"23 x 40 - height, width, kenmerken/mpmformaths.mpmformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97a3b4ab-88c8-5587-86f4-d29b9ba0961b,tg:mpmak:12_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,230,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97a3b4ab-88c8-5587-86f4-d29b9ba0961b,tg:mpmak:12_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,400,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97a3b4ab-88c8-5587-86f4-d29b9ba0961b,tg:mpmak:12_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,,,,,,,,,,,,,,,1,folios (leaves),aantal beschreven,,,,,,,,,,,,,,,,,,,,,,,,,
97a3b4ab-88c8-5587-86f4-d29b9ba0961b,tg:mpmak:12_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,,,,,,,,,,,,,,,1,folios (leaves),aantal totaal,,,,,,,,,,,,,,,,,,,,,,,,,
97a3b4ab-88c8-5587-86f4-d29b9ba0961b,tg:mpmak:12_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,mpmak,tg:mpmak:12_#1,Arch. 1179,isad:mpm:205,10 R 7 B,97a3b4ab-88c8-5587-86f4-d29b9ba0961b,275,,,,,,,,,,,,,,,,,
97a3b4ab-88c8-5587-86f4-d29b9ba0961b,tg:mpmak:12_#1,e22_Materials,1,kenmerken.mpmschrijf,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ink,,,,,,,,,,
97a3b4ab-88c8-5587-86f4-d29b9ba0961b,tg:mpmak:12_#1,e22_ObjectTypes,1,kenmerken.mpmtypeak,akpr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charters,,,,,,,,,
97a3b4ab-88c8-5587-86f4-d29b9ba0961b,tg:mpmak:12_#1,e22_UsageRestrictions,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1592,open
97accc3e-72b4-5b09-acbf-ea204bc288c0,tg:mpmak:344_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmak:344_#1,https://data.museumplantinmoretus.be/ark:/11975/97accc3e-72b4-5b09-acbf-ea204bc288c0,,
97accc3e-72b4-5b09-acbf-ea204bc288c0,tg:mpmak:344_#1,e22_Archives,1,,,,,,isad:mpm:567,"dlod={""name"":""Kwitanties en rekeningen"",""ark"":""ark:/11975/x0/ba4453ca-89fa-5dab-951a-da4a21bc1827"",""uri"":""/repositories/10/archival_objects/60670"",""id"":""isad:mpm:567"",""nameWithContext"":[""Archief van de familie ~[Moretus](au::106910)~"",""Archief van ~[Christoffel Plantijn](au::14861)~ en de familie ~[Moretus](au::106910)~"",""Persoonsarchieven"",""~[Balthasar II Moretus](au::106909)~ en ~[Anna Goos](au::108419)~"",""Beheer van de gezinsfinanciën""],""resourceName"":""Plantin-~[Moretus](au::106910)~ archief"",""resourceArk"":""ark:/11975/x0/fa957442-ea6f-5037-bc8c-af8ef80f08ae"",""resourceURI"":""/repositories/10/resources/2355"",""resourceID"":""isad:mpm:22"",""capacity"":""Kwitanties en rekeningen"",""isCapacity"":true,""orgID"":""mpm"",""suggestType"":""archiveobject""}",ark:/11975/x0/ba4453ca-89fa-5dab-951a-da4a21bc1827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97accc3e-72b4-5b09-acbf-ea204bc288c0,tg:mpmak:344_#1,e22_Carrier,1,,,,,,,,,kenmerken.mpmdragerak,paper (fiber product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97accc3e-72b4-5b09-acbf-ea204bc288c0,tg:mpmak:344_#1,e22_DimensionSourceNotes,1,kenmerken/mpmformaths.mpmformathsafm,9 x 23,,,,,,,,,,,,"9 x 23 - height, width, kenmerken/mpmformaths.mpmformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97accc3e-72b4-5b09-acbf-ea204bc288c0,tg:mpmak:344_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,90,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97accc3e-72b4-5b09-acbf-ea204bc288c0,tg:mpmak:344_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,230,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97accc3e-72b4-5b09-acbf-ea204bc288c0,tg:mpmak:344_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,,,,,,,,,,,,,,,1,folios (leaves),aantal beschreven,,,,,,,,,,,,,,,,,,,,,,,,,
97accc3e-72b4-5b09-acbf-ea204bc288c0,tg:mpmak:344_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,,,,,,,,,,,,,,,1,folios (leaves),aantal totaal,,,,,,,,,,,,,,,,,,,,,,,,,
97accc3e-72b4-5b09-acbf-ea204bc288c0,tg:mpmak:344_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,,,,,,,,,,,,,,,,,signatures (names),,,,,,,,,,,,,,,,,,,,,,,,
97accc3e-72b4-5b09-acbf-ea204bc288c0,tg:mpmak:344_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,mpmak,tg:mpmak:344_#1,Arch. 353 (2),isad:mpm:567,10 Q 5 C,97accc3e-72b4-5b09-acbf-ea204bc288c0,los stuk tussen p. 244-245,,,,,,,,,,,,,,,,,
97accc3e-72b4-5b09-acbf-ea204bc288c0,tg:mpmak:344_#1,e22_Materials,1,kenmerken.mpmschrijf,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ink,,,,,,,,,,
97accc3e-72b4-5b09-acbf-ea204bc288c0,tg:mpmak:344_#1,e22_ObjectTypes,1,kenmerken.mpmtypeak,akkw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,receipts (financial records),,,,,,,,,
97accc3e-72b4-5b09-acbf-ea204bc288c0,tg:mpmak:344_#1,e22_UsageRestrictions,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1661,open
986ffcd3-ede4-5021-9668-96dfd5178f17,tg:mpmre:466_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmre:466_#1,https://data.museumplantinmoretus.be/ark:/11975/986ffcd3-ede4-5021-9668-96dfd5178f17,,
986ffcd3-ede4-5021-9668-96dfd5178f17,tg:mpmre:466_#1,e22_Archives,1,,,,,,isad:mpm:213,"dlod={""name"":""Verkoop in de boekwinkel"",""ark"":""ark:/11975/x0/a960d389-7c3d-575b-9c5b-418c1bbbb19e"",""uri"":""/repositories/10/archival_objects/22792"",""id"":""isad:mpm:213"",""nameWithContext"":[""Archief van de ~[Officina Plantiniana](au::106905)~"",""Boekhouding"",""Registers"",""Grootboeken""],""resourceName"":""Plantin-~[Moretus](au::106910)~ archief"",""resourceArk"":""ark:/11975/x0/fa957442-ea6f-5037-bc8c-af8ef80f08ae"",""resourceURI"":""/repositories/10/resources/2355"",""resourceID"":""isad:mpm:22"",""capacity"":""Verkoop in de boekwinkel"",""isCapacity"":true,""orgID"":""mpm"",""suggestType"":""archiveobject""}",ark:/11975/x0/a960d389-7c3d-575b-9c5b-418c1bbbb19e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986ffcd3-ede4-5021-9668-96dfd5178f17,tg:mpmre:466_#1,e22_DimensionSourceNotes,1,kenmerken/mpmformaths.mpmformathsafm,24 x 17,,,,,,,,,,,,"24 x 17 - height, width, kenmerken/mpmformaths.mpmformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986ffcd3-ede4-5021-9668-96dfd5178f17,tg:mpmre:466_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,240,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986ffcd3-ede4-5021-9668-96dfd5178f17,tg:mpmre:466_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,170,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986ffcd3-ede4-5021-9668-96dfd5178f17,tg:mpmre:466_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,,,,,,,,,,,,,,,61,folios (leaves),aantal beschreven,,,,,,,,,,,,,,,,,,,,,,,,,
986ffcd3-ede4-5021-9668-96dfd5178f17,tg:mpmre:466_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,,,,,,,,,,,,,,,61,folios (leaves),aantal totaal,,,,,,,,,,,,,,,,,,,,,,,,,
986ffcd3-ede4-5021-9668-96dfd5178f17,tg:mpmre:466_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,mpmre,tg:mpmre:466_#1,Arch. 326,isad:mpm:213,10 Q 5 C,986ffcd3-ede4-5021-9668-96dfd5178f17,,,,,,,,,,,,,,,,,,
986ffcd3-ede4-5021-9668-96dfd5178f17,tg:mpmre:466_#1,e22_Materials,1,kenmerken.mpmschrijf,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ink,,,,,,,,,,
986ffcd3-ede4-5021-9668-96dfd5178f17,tg:mpmre:466_#1,e22_ObjectTypes,1,kenmerken.mpmtypere,redb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,daybooks,,,,,,,,,
986ffcd3-ede4-5021-9668-96dfd5178f17,tg:mpmre:466_#1,e22_UsageRestrictions,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1691,open
990d3841-fc4c-5904-a0dd-160038984769,tg:mpmak:222_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmak:222_#1,https://data.museumplantinmoretus.be/ark:/11975/990d3841-fc4c-5904-a0dd-160038984769,,
990d3841-fc4c-5904-a0dd-160038984769,tg:mpmak:222_#1,e22_Archives,1,,,,,,isad:mpm:205,"dlod={""name"":""Drukkersprivileges"",""ark"":""ark:/11975/x0/f5146c7c-8bcf-5e0b-bbe0-ac565915536d"",""uri"":""/repositories/10/archival_objects/21936"",""id"":""isad:mpm:205"",""nameWithContext"":[""Archief van de ~[Officina Plantiniana](au::106905)~"",""Akten en juridische stukken""],""resourceName"":""Plantin-~[Moretus](au::106910)~ archief"",""resourceArk"":""ark:/11975/x0/fa957442-ea6f-5037-bc8c-af8ef80f08ae"",""resourceURI"":""/repositories/10/resources/2355"",""resourceID"":""isad:mpm:22"",""capacity"":""Drukkersprivileges"",""isCapacity"":true,""orgID"":""mpm"",""suggestType"":""archiveobject""}",ark:/11975/x0/f5146c7c-8bcf-5e0b-bbe0-ac565915536d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990d3841-fc4c-5904-a0dd-160038984769,tg:mpmak:222_#1,e22_Carrier,1,,,,,,,,,kenmerken.mpmdragerak,parchment (animal material),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990d3841-fc4c-5904-a0dd-160038984769,tg:mpmak:222_#1,e22_DimensionSourceNotes,1,kenmerken/mpmformaths.mpmformathsafm,17 x 35,,,,,,,,,,,,"17 x 35 - height, width, kenmerken/mpmformaths.mpmformathsafm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990d3841-fc4c-5904-a0dd-160038984769,tg:mpmak:222_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,170,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990d3841-fc4c-5904-a0dd-160038984769,tg:mpmak:222_#1,e22_Dimensions,,kenmerken/mpmformaths.mpmformathsafm,,,,,,,,,,350,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990d3841-fc4c-5904-a0dd-160038984769,tg:mpmak:222_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,,,,,,,,,,,,,,,1,folios (leaves),aantal beschreven,,,,,,,,,,,,,,,,,,,,,,,,,
990d3841-fc4c-5904-a0dd-160038984769,tg:mpmak:222_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,,,,,,,,,,,,,,,1,folios (leaves),aantal totaal,,,,,,,,,,,,,,,,,,,,,,,,,
990d3841-fc4c-5904-a0dd-160038984769,tg:mpmak:222_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,,,,,,,,,,,,,,,,,signatures (names),,,,,,,,,,,,,,,,,,,,,,,,
990d3841-fc4c-5904-a0dd-160038984769,tg:mpmak:222_#1,e22_Items,1,,,,,,,,,,,,,,,,,,,,mpmak,tg:mpmak:222_#1,Arch. 1179,isad:mpm:205,10 R 7 D,990d3841-fc4c-5904-a0dd-160038984769,1,,,,,,,,,,,,,,,,,
990d3841-fc4c-5904-a0dd-160038984769,tg:mpmak:222_#1,e22_Materials,1,kenmerken.mpmschrijf,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ink,,,,,,,,,,
990d3841-fc4c-5904-a0dd-160038984769,tg:mpmak:222_#1,e22_ObjectTypes,1,kenmerken.mpmtypeak,akpr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charters,,,,,,,,,
990d3841-fc4c-5904-a0dd-160038984769,tg:mpmak:222_#1,e22_UsageRestrictions,,id/date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1555,open
990ed8b8-a1ef-5bc9-a4d5-88b519ae9c5e,tg:mpmre:472_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmre:472_#1,https://data.museumplantinmoretus.be/ark:/11975/990ed8b8-a1ef-5bc9-a4d5-88b519ae9c5e,,
990ed8b8-a1ef-5bc9-a4d5-88b519ae9c5e,tg:mpmre:472_#1,e22_AnnotationsMaterial,1,kenmerken.mpmaccess,acai,Alfabetische index,Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990ed8b8-a1ef-5bc9-a4d5-88b519ae9c5e,tg:mpmre:472_#1,e22_Archives,1,,,,,,isad:mpm:323,"dlod={""name"":""Grootboeken"",""ark"":""ark:/11975/x0/bddb41f2-b154-525d-ad7d-5a1eb7a724e4"",""uri"":""/repositories/10/archival_objects/34562"",""id"":""isad:mpm:323"",""nameWithContext"":[""Boekhouding"",""Registers""],""resourceName"":""Archief van ~[Tessaro](au::107537)~"",""resourceArk"":""ark:/11975/x0/7ba5d8a9-0b05-5d43-b02f-8eb1a4f2ae9a"",""resourceURI"":""/repositories/10/resources/34134"",""resourceID"":""isad:mpm:319"",""capacity"":""Grootboeken"",""isCapacity"":true,""orgID"":""mpm"",""suggestType"":""archiveobject""}",ark:/11975/x0/bddb41f2-b154-525d-ad7d-5a1eb7a724e4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
