ResourceID,brocade.id,card,order,source_field,source_code,Production Technique Type,Product stadium,Keeper,Object Number,Object Identifier,source_date,Restriction Type
7832ccf5-6537-550d-bfbe-3ca40cbe7734,tg:mpmbr:814_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
7832ccf5-6537-550d-bfbe-3ca40cbe7734,tg:mpmbr:814_#1,e22_UsageRestrictions,,id/date,,,,,,,1596,open
7838d718-04ca-55ad-a8c2-074385a96280,tg:mpmbr:300_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:300_#1,https://data.museumplantinmoretus.be/ark:/11975/7838d718-04ca-55ad-a8c2-074385a96280,,
7838d718-04ca-55ad-a8c2-074385a96280,tg:mpmbr:300_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
7838d718-04ca-55ad-a8c2-074385a96280,tg:mpmbr:300_#1,e22_UsageRestrictions,,id/date,,,,,,,1638,open
783bcf52-a5b0-576b-9251-3d28b8479acd,tg:mpmbr:1185_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:1185_#1,https://data.museumplantinmoretus.be/ark:/11975/783bcf52-a5b0-576b-9251-3d28b8479acd,,
783bcf52-a5b0-576b-9251-3d28b8479acd,tg:mpmbr:1185_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
783bcf52-a5b0-576b-9251-3d28b8479acd,tg:mpmbr:1185_#1,e22_UsageRestrictions,,id/date,,,,,,,1678,open
7841e860-d734-5d21-b73c-83eca6727240,tg:mpmbr:234_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:234_#1,https://data.museumplantinmoretus.be/ark:/11975/7841e860-d734-5d21-b73c-83eca6727240,,
7841e860-d734-5d21-b73c-83eca6727240,tg:mpmbr:234_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
7841e860-d734-5d21-b73c-83eca6727240,tg:mpmbr:234_#1,e22_UsageRestrictions,,id/date,,,,,,,1635,open
78915661-ff6b-573a-836b-367689527863,tg:mpmbr:346_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:346_#1,https://data.museumplantinmoretus.be/ark:/11975/78915661-ff6b-573a-836b-367689527863,,
78915661-ff6b-573a-836b-367689527863,tg:mpmbr:346_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
78915661-ff6b-573a-836b-367689527863,tg:mpmbr:346_#1,e22_UsageRestrictions,,id/date,,,,,,,1638,open
78d0ab87-cb48-5663-a305-664dee073820,tg:mpmbr:631_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:631_#1,https://data.museumplantinmoretus.be/ark:/11975/78d0ab87-cb48-5663-a305-664dee073820,,
78d0ab87-cb48-5663-a305-664dee073820,tg:mpmbr:631_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
78d0ab87-cb48-5663-a305-664dee073820,tg:mpmbr:631_#1,e22_UsageRestrictions,,id/date,,,,,,,1640,open
78d55c86-00dc-534e-a0f5-106a4fef0138,tg:mpmbr:780_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:780_#1,https://data.museumplantinmoretus.be/ark:/11975/78d55c86-00dc-534e-a0f5-106a4fef0138,,
78d55c86-00dc-534e-a0f5-106a4fef0138,tg:mpmbr:780_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
78d55c86-00dc-534e-a0f5-106a4fef0138,tg:mpmbr:780_#1,e22_UsageRestrictions,,id/date,,,,,,,1579,open
795d178e-d5a7-5a22-ae63-616187f12d8c,tg:mpmbr:740_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:740_#1,https://data.museumplantinmoretus.be/ark:/11975/795d178e-d5a7-5a22-ae63-616187f12d8c,,
795d178e-d5a7-5a22-ae63-616187f12d8c,tg:mpmbr:740_#1,e22_ProductStadiums,1,kenmerken.mpmorighs,con,,drafts (documents),,,,,
795d178e-d5a7-5a22-ae63-616187f12d8c,tg:mpmbr:740_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
795d178e-d5a7-5a22-ae63-616187f12d8c,tg:mpmbr:740_#1,e22_UsageRestrictions,,id/date,,,,,,,1606,open
795d78b4-37dc-54af-a274-e6bec0f17708,tg:mpmbr:1207_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:1207_#1,https://data.museumplantinmoretus.be/ark:/11975/795d78b4-37dc-54af-a274-e6bec0f17708,,
795d78b4-37dc-54af-a274-e6bec0f17708,tg:mpmbr:1207_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
795d78b4-37dc-54af-a274-e6bec0f17708,tg:mpmbr:1207_#1,e22_UsageRestrictions,,id/date,,,,,,,1678,open
79adce4d-f4bb-5151-9732-c1eef443b613,tg:mpmbr:640_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:640_#1,https://data.museumplantinmoretus.be/ark:/11975/79adce4d-f4bb-5151-9732-c1eef443b613,,
79adce4d-f4bb-5151-9732-c1eef443b613,tg:mpmbr:640_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
79adce4d-f4bb-5151-9732-c1eef443b613,tg:mpmbr:640_#1,e22_UsageRestrictions,,id/date,,,,,,,1640,open
79b0741b-e487-5149-9eb6-52ad5102086f,tg:mpmbr:589_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:589_#1,https://data.museumplantinmoretus.be/ark:/11975/79b0741b-e487-5149-9eb6-52ad5102086f,,
79b0741b-e487-5149-9eb6-52ad5102086f,tg:mpmbr:589_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
79b0741b-e487-5149-9eb6-52ad5102086f,tg:mpmbr:589_#1,e22_UsageRestrictions,,id/date,,,,,,,1640,open
79d088f6-61b6-511d-820c-930eedc52bf5,tg:mpmbr:508_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:508_#1,https://data.museumplantinmoretus.be/ark:/11975/79d088f6-61b6-511d-820c-930eedc52bf5,,
79d088f6-61b6-511d-820c-930eedc52bf5,tg:mpmbr:508_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
79d088f6-61b6-511d-820c-930eedc52bf5,tg:mpmbr:508_#1,e22_UsageRestrictions,,id/date,,,,,,,1639,open
79e319b7-bd07-5e63-a6a8-9890b5c1e16e,tg:mpmbr:547_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:547_#1,https://data.museumplantinmoretus.be/ark:/11975/79e319b7-bd07-5e63-a6a8-9890b5c1e16e,,
79e319b7-bd07-5e63-a6a8-9890b5c1e16e,tg:mpmbr:547_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
79e319b7-bd07-5e63-a6a8-9890b5c1e16e,tg:mpmbr:547_#1,e22_UsageRestrictions,,id/date,,,,,,,1640,open
7a37cee7-b879-527c-ab73-241938a635d7,tg:mpmbr:407_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:407_#1,https://data.museumplantinmoretus.be/ark:/11975/7a37cee7-b879-527c-ab73-241938a635d7,,
7a37cee7-b879-527c-ab73-241938a635d7,tg:mpmbr:407_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
7a37cee7-b879-527c-ab73-241938a635d7,tg:mpmbr:407_#1,e22_UsageRestrictions,,id/date,,,,,,,1639,open
7a491ef9-de3a-5794-8387-588165c974df,tg:mpmbr:765_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:765_#1,https://data.museumplantinmoretus.be/ark:/11975/7a491ef9-de3a-5794-8387-588165c974df,,
7a491ef9-de3a-5794-8387-588165c974df,tg:mpmbr:765_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
7a491ef9-de3a-5794-8387-588165c974df,tg:mpmbr:765_#1,e22_UsageRestrictions,,id/date,,,,,,,1574,open
7a55e584-b5fa-5eba-88d4-24107f712617,tg:mpmbr:754_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:754_#1,https://data.museumplantinmoretus.be/ark:/11975/7a55e584-b5fa-5eba-88d4-24107f712617,,
7a55e584-b5fa-5eba-88d4-24107f712617,tg:mpmbr:754_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
7a55e584-b5fa-5eba-88d4-24107f712617,tg:mpmbr:754_#1,e22_UsageRestrictions,,id/date,,,,,,,1599,open
7a689ad3-5b97-5c7a-b01f-8b5aa1f62af9,tg:mpmbr:787_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:787_#1,https://data.museumplantinmoretus.be/ark:/11975/7a689ad3-5b97-5c7a-b01f-8b5aa1f62af9,,
7a689ad3-5b97-5c7a-b01f-8b5aa1f62af9,tg:mpmbr:787_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
7a689ad3-5b97-5c7a-b01f-8b5aa1f62af9,tg:mpmbr:787_#1,e22_UsageRestrictions,,id/date,,,,,,,1592,open
7ae7f44a-ddf7-56f6-9c74-60594109531b,tg:mpmbr:237_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:237_#1,https://data.museumplantinmoretus.be/ark:/11975/7ae7f44a-ddf7-56f6-9c74-60594109531b,,
7ae7f44a-ddf7-56f6-9c74-60594109531b,tg:mpmbr:237_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
7ae7f44a-ddf7-56f6-9c74-60594109531b,tg:mpmbr:237_#1,e22_UsageRestrictions,,id/date,,,,,,,1636,open
7b093645-a2fd-5e7e-8192-991e023e7f82,tg:mpmbr:328_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:328_#1,https://data.museumplantinmoretus.be/ark:/11975/7b093645-a2fd-5e7e-8192-991e023e7f82,,
7b093645-a2fd-5e7e-8192-991e023e7f82,tg:mpmbr:328_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
7b093645-a2fd-5e7e-8192-991e023e7f82,tg:mpmbr:328_#1,e22_UsageRestrictions,,id/date,,,,,,,1638,open
7b0d98b6-6e2a-5530-af4f-d6e9783f60c5,tg:mpmbr:802_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:802_#1,https://data.museumplantinmoretus.be/ark:/11975/7b0d98b6-6e2a-5530-af4f-d6e9783f60c5,,
7b0d98b6-6e2a-5530-af4f-d6e9783f60c5,tg:mpmbr:802_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
7b0d98b6-6e2a-5530-af4f-d6e9783f60c5,tg:mpmbr:802_#1,e22_UsageRestrictions,,id/date,,,,,,,1594,open
7b2896e3-9e89-5cd9-89bc-be26b481a318,tg:mpmbr:767_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:767_#1,https://data.museumplantinmoretus.be/ark:/11975/7b2896e3-9e89-5cd9-89bc-be26b481a318,,
7b2896e3-9e89-5cd9-89bc-be26b481a318,tg:mpmbr:767_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
7b2896e3-9e89-5cd9-89bc-be26b481a318,tg:mpmbr:767_#1,e22_UsageRestrictions,,id/date,,,,,,,1575,open
7b6e0d27-cf77-5504-b85e-7138d01604ce,tg:mpmbr:865_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:865_#1,https://data.museumplantinmoretus.be/ark:/11975/7b6e0d27-cf77-5504-b85e-7138d01604ce,,
7b6e0d27-cf77-5504-b85e-7138d01604ce,tg:mpmbr:865_#1,e22_ProductStadiums,1,kenmerken.mpmorighs,con,,drafts (documents),,,,,
7b6e0d27-cf77-5504-b85e-7138d01604ce,tg:mpmbr:865_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
7b6e0d27-cf77-5504-b85e-7138d01604ce,tg:mpmbr:865_#1,e22_UsageRestrictions,,id/date,,,,,,,1627,open
7b6f3597-5f70-5c37-97ea-aaabeaadb043,tg:mpmbr:577_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:577_#1,https://data.museumplantinmoretus.be/ark:/11975/7b6f3597-5f70-5c37-97ea-aaabeaadb043,,
7b6f3597-5f70-5c37-97ea-aaabeaadb043,tg:mpmbr:577_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
7b6f3597-5f70-5c37-97ea-aaabeaadb043,tg:mpmbr:577_#1,e22_UsageRestrictions,,id/date,,,,,,,1640,open
7bbe6c5d-56a6-50ce-bcc9-9079652b5947,tg:mpmbr:110_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:110_#1,https://data.museumplantinmoretus.be/ark:/11975/7bbe6c5d-56a6-50ce-bcc9-9079652b5947,,
7bbe6c5d-56a6-50ce-bcc9-9079652b5947,tg:mpmbr:110_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
7bbe6c5d-56a6-50ce-bcc9-9079652b5947,tg:mpmbr:110_#1,e22_UsageRestrictions,,id/date,,,,,,,1776,open
7bdf2bca-c3ef-5cf1-875d-d7ec7f7214db,tg:mpmbr:107_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:107_#1,https://data.museumplantinmoretus.be/ark:/11975/7bdf2bca-c3ef-5cf1-875d-d7ec7f7214db,,
7bdf2bca-c3ef-5cf1-875d-d7ec7f7214db,tg:mpmbr:107_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
7bdf2bca-c3ef-5cf1-875d-d7ec7f7214db,tg:mpmbr:107_#1,e22_UsageRestrictions,,id/date,,,,,,,1729,open
7c46af0b-2c7c-5ed2-986b-32f46706b6ea,tg:mpmbr:1247_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:1247_#1,https://data.museumplantinmoretus.be/ark:/11975/7c46af0b-2c7c-5ed2-986b-32f46706b6ea,,
7c46af0b-2c7c-5ed2-986b-32f46706b6ea,tg:mpmbr:1247_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
7c46af0b-2c7c-5ed2-986b-32f46706b6ea,tg:mpmbr:1247_#1,e22_UsageRestrictions,,id/date,,,,,,,1662,open
7c48a93f-acfb-5481-81a0-52193c581eb0,tg:mpmbr:608_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:608_#1,https://data.museumplantinmoretus.be/ark:/11975/7c48a93f-acfb-5481-81a0-52193c581eb0,,
7c48a93f-acfb-5481-81a0-52193c581eb0,tg:mpmbr:608_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
7c48a93f-acfb-5481-81a0-52193c581eb0,tg:mpmbr:608_#1,e22_UsageRestrictions,,id/date,,,,,,,1640,open
7c95967e-315e-5107-abd3-9147e80a7b10,tg:mpmbr:916_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:916_#1,https://data.museumplantinmoretus.be/ark:/11975/7c95967e-315e-5107-abd3-9147e80a7b10,,
7c95967e-315e-5107-abd3-9147e80a7b10,tg:mpmbr:916_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
7c95967e-315e-5107-abd3-9147e80a7b10,tg:mpmbr:916_#1,e22_UsageRestrictions,,id/date,,,,,,,1572,open
7d4c735f-b6b7-5bb9-ba17-915525ddd936,tg:mpmbr:623_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:623_#1,https://data.museumplantinmoretus.be/ark:/11975/7d4c735f-b6b7-5bb9-ba17-915525ddd936,,
7d4c735f-b6b7-5bb9-ba17-915525ddd936,tg:mpmbr:623_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
7d4c735f-b6b7-5bb9-ba17-915525ddd936,tg:mpmbr:623_#1,e22_UsageRestrictions,,id/date,,,,,,,1640,open
7d8f3654-7873-5bb1-a9e1-f26c84d132e5,tg:mpmbr:565_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:565_#1,https://data.museumplantinmoretus.be/ark:/11975/7d8f3654-7873-5bb1-a9e1-f26c84d132e5,,
7d8f3654-7873-5bb1-a9e1-f26c84d132e5,tg:mpmbr:565_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
7d8f3654-7873-5bb1-a9e1-f26c84d132e5,tg:mpmbr:565_#1,e22_UsageRestrictions,,id/date,,,,,,,1640,open
7dae8bca-25af-5f28-a5a8-398fec65c3b6,tg:mpmbr:1031_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:1031_#1,https://data.museumplantinmoretus.be/ark:/11975/7dae8bca-25af-5f28-a5a8-398fec65c3b6,,
7dae8bca-25af-5f28-a5a8-398fec65c3b6,tg:mpmbr:1031_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
7dae8bca-25af-5f28-a5a8-398fec65c3b6,tg:mpmbr:1031_#1,e22_UsageRestrictions,,id/date,,,,,,,1675,open
7dda1a05-3871-5444-9589-d3849ce55582,tg:mpmbr:400_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:400_#1,https://data.museumplantinmoretus.be/ark:/11975/7dda1a05-3871-5444-9589-d3849ce55582,,
7dda1a05-3871-5444-9589-d3849ce55582,tg:mpmbr:400_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
7dda1a05-3871-5444-9589-d3849ce55582,tg:mpmbr:400_#1,e22_UsageRestrictions,,id/date,,,,,,,1639,open
7e001e8a-907c-5fe2-9885-9d1e80d55403,tg:mpmbr:37_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:37_#1,https://data.museumplantinmoretus.be/ark:/11975/7e001e8a-907c-5fe2-9885-9d1e80d55403,,
7e001e8a-907c-5fe2-9885-9d1e80d55403,tg:mpmbr:37_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
7e001e8a-907c-5fe2-9885-9d1e80d55403,tg:mpmbr:37_#1,e22_UsageRestrictions,,id/date,,,,,,,1867,open
7e9ed7ea-d50d-568d-a7a9-bad73c86ceab,tg:mpmbr:163_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:163_#1,https://data.museumplantinmoretus.be/ark:/11975/7e9ed7ea-d50d-568d-a7a9-bad73c86ceab,,
7e9ed7ea-d50d-568d-a7a9-bad73c86ceab,tg:mpmbr:163_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
7e9ed7ea-d50d-568d-a7a9-bad73c86ceab,tg:mpmbr:163_#1,e22_UsageRestrictions,,id/date,,,,,,,1571,open
7f376a44-0e3e-5e5a-bd8e-26dddcc561df,tg:mpmbr:29_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:29_#1,https://data.museumplantinmoretus.be/ark:/11975/7f376a44-0e3e-5e5a-bd8e-26dddcc561df,,
7f376a44-0e3e-5e5a-bd8e-26dddcc561df,tg:mpmbr:29_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
7f376a44-0e3e-5e5a-bd8e-26dddcc561df,tg:mpmbr:29_#1,e22_UsageRestrictions,,id/date,,,,,,,1663,open
7f94ef80-6fbe-579a-b871-e032e56ff332,tg:mpmbr:790_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:790_#1,https://data.museumplantinmoretus.be/ark:/11975/7f94ef80-6fbe-579a-b871-e032e56ff332,,
7f94ef80-6fbe-579a-b871-e032e56ff332,tg:mpmbr:790_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
7f94ef80-6fbe-579a-b871-e032e56ff332,tg:mpmbr:790_#1,e22_UsageRestrictions,,id/date,,,,,,,1748,open
7fd1932d-a216-50f0-8691-c10c34961d8c,tg:mpmbr:535_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:535_#1,https://data.museumplantinmoretus.be/ark:/11975/7fd1932d-a216-50f0-8691-c10c34961d8c,,
7fd1932d-a216-50f0-8691-c10c34961d8c,tg:mpmbr:535_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
7fd1932d-a216-50f0-8691-c10c34961d8c,tg:mpmbr:535_#1,e22_UsageRestrictions,,id/date,,,,,,,1639,open
7fdbda18-9923-5b4b-9bea-564751f31201,tg:mpmbr:74_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:74_#1,https://data.museumplantinmoretus.be/ark:/11975/7fdbda18-9923-5b4b-9bea-564751f31201,,
7fdbda18-9923-5b4b-9bea-564751f31201,tg:mpmbr:74_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
7fdbda18-9923-5b4b-9bea-564751f31201,tg:mpmbr:74_#1,e22_UsageRestrictions,,id/date,,,,,,,1596,open
7ff0f759-4aec-5d08-805c-64a841fd75d3,tg:mpmbr:781_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:781_#1,https://data.museumplantinmoretus.be/ark:/11975/7ff0f759-4aec-5d08-805c-64a841fd75d3,,
7ff0f759-4aec-5d08-805c-64a841fd75d3,tg:mpmbr:781_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
7ff0f759-4aec-5d08-805c-64a841fd75d3,tg:mpmbr:781_#1,e22_UsageRestrictions,,id/date,,,,,,,1590,open
7ffc752a-131c-5182-a83c-0c9c3e587514,tg:mpmbr:692_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:692_#1,https://data.museumplantinmoretus.be/ark:/11975/7ffc752a-131c-5182-a83c-0c9c3e587514,,
7ffc752a-131c-5182-a83c-0c9c3e587514,tg:mpmbr:692_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
7ffc752a-131c-5182-a83c-0c9c3e587514,tg:mpmbr:692_#1,e22_UsageRestrictions,,id/date,,,,,,,1678,open
803c7115-85a1-53ce-837f-09ed1c090836,tg:mpmbr:1064_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:1064_#1,https://data.museumplantinmoretus.be/ark:/11975/803c7115-85a1-53ce-837f-09ed1c090836,,
803c7115-85a1-53ce-837f-09ed1c090836,tg:mpmbr:1064_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
803c7115-85a1-53ce-837f-09ed1c090836,tg:mpmbr:1064_#1,e22_UsageRestrictions,,id/date,,,,,,,1675,open
80639dc2-408c-5bb1-b655-a5256adb49a9,tg:mpmbr:304_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:304_#1,https://data.museumplantinmoretus.be/ark:/11975/80639dc2-408c-5bb1-b655-a5256adb49a9,,
80639dc2-408c-5bb1-b655-a5256adb49a9,tg:mpmbr:304_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
80639dc2-408c-5bb1-b655-a5256adb49a9,tg:mpmbr:304_#1,e22_UsageRestrictions,,id/date,,,,,,,1638,open
808c46f6-fa31-55dc-9fe3-795a5f878141,tg:mpmbr:285_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:285_#1,https://data.museumplantinmoretus.be/ark:/11975/808c46f6-fa31-55dc-9fe3-795a5f878141,,
808c46f6-fa31-55dc-9fe3-795a5f878141,tg:mpmbr:285_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
808c46f6-fa31-55dc-9fe3-795a5f878141,tg:mpmbr:285_#1,e22_UsageRestrictions,,id/date,,,,,,,1637,open
80bd95d7-f9ef-5c99-9c60-8391b74dd29f,tg:mpmbr:556_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:556_#1,https://data.museumplantinmoretus.be/ark:/11975/80bd95d7-f9ef-5c99-9c60-8391b74dd29f,,
80bd95d7-f9ef-5c99-9c60-8391b74dd29f,tg:mpmbr:556_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
80bd95d7-f9ef-5c99-9c60-8391b74dd29f,tg:mpmbr:556_#1,e22_UsageRestrictions,,id/date,,,,,,,1640,open
80edb321-1e94-5875-87a2-5572bdf754ac,tg:mpmbr:1048_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:1048_#1,https://data.museumplantinmoretus.be/ark:/11975/80edb321-1e94-5875-87a2-5572bdf754ac,,
80edb321-1e94-5875-87a2-5572bdf754ac,tg:mpmbr:1048_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
80edb321-1e94-5875-87a2-5572bdf754ac,tg:mpmbr:1048_#1,e22_UsageRestrictions,,id/date,,,,,,,1675,open
811893b9-40a6-5dca-b951-26ee1a7b5d91,tg:mpmbr:222_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:222_#1,https://data.museumplantinmoretus.be/ark:/11975/811893b9-40a6-5dca-b951-26ee1a7b5d91,,
811893b9-40a6-5dca-b951-26ee1a7b5d91,tg:mpmbr:222_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
811893b9-40a6-5dca-b951-26ee1a7b5d91,tg:mpmbr:222_#1,e22_UsageRestrictions,,id/date,,,,,,,1783,open
812010e9-7d5f-563e-8c35-f842a4ad609a,tg:mpmbr:895_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:895_#1,https://data.museumplantinmoretus.be/ark:/11975/812010e9-7d5f-563e-8c35-f842a4ad609a,,
812010e9-7d5f-563e-8c35-f842a4ad609a,tg:mpmbr:895_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
812010e9-7d5f-563e-8c35-f842a4ad609a,tg:mpmbr:895_#1,e22_UsageRestrictions,,id/date,,,,,,,1678,open
8140f1d8-9150-58fe-adad-67cc6dfca10f,tg:mpmbr:90_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:90_#1,https://data.museumplantinmoretus.be/ark:/11975/8140f1d8-9150-58fe-adad-67cc6dfca10f,,
8140f1d8-9150-58fe-adad-67cc6dfca10f,tg:mpmbr:90_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
8140f1d8-9150-58fe-adad-67cc6dfca10f,tg:mpmbr:90_#1,e22_UsageRestrictions,,id/date,,,,,,,1739,open
81f06d75-0723-5b5b-be5e-a592cc1139e5,tg:mpmbr:238_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:238_#1,https://data.museumplantinmoretus.be/ark:/11975/81f06d75-0723-5b5b-be5e-a592cc1139e5,,
81f06d75-0723-5b5b-be5e-a592cc1139e5,tg:mpmbr:238_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
81f06d75-0723-5b5b-be5e-a592cc1139e5,tg:mpmbr:238_#1,e22_UsageRestrictions,,id/date,,,,,,,1637,open
81f156e9-384f-57cd-aa69-0fd46c7bd69e,tg:mpmbr:472_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:472_#1,https://data.museumplantinmoretus.be/ark:/11975/81f156e9-384f-57cd-aa69-0fd46c7bd69e,,
81f156e9-384f-57cd-aa69-0fd46c7bd69e,tg:mpmbr:472_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
