ResourceID,card,mmb_id,order,source_field,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type,Language,ResourceID_mat,mmb_id_mat,Material Records,source_date,Copyright Type,Copyright Revision Date,Object Identifier,Object Number Type,Object Number,Other Identifier Type,Other Identifier,Title Type,Title,Title Language,Record Type,Description Type,Description Language,Description
4508c3ff-bc0f-5ca9-9ae9-7f1211e24134,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/4508c3ff-bc0f-5ca9-9ae9-7f1211e24134,object identifier,tg:mmbdc:125,record identifiers,MMB.A.1659,constructed titles,Notitie: identificatie van de kinderen op het werk 'Willem van der Does getrouwd met Wilhelmina van den Honert' (Mijtens),Dutch (language),Documenten,,,
4508c3ff-bc0f-5ca9-9ae9-7f1211e24134,e73_Copyrights,tg:mmbdc:125,,begindatum,,,,,,,,,,Copyright Undetermined,,,,,,,,,,,,,
4508c3ff-bc0f-5ca9-9ae9-7f1211e24134,e73_ExternalRelations,tg:mmbdc:125,g_o_1,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0135,gerelateerd object,uniform resource locators,,,,,,,,,,,,,,,,,,,
4508c3ff-bc0f-5ca9-9ae9-7f1211e24134,e73_Languages,,,taal 1,,,,,Dutch (language),,,,,,,,,,,,,,,,,,
4508c3ff-bc0f-5ca9-9ae9-7f1211e24134,e73_MaterialRecords,tg:mmbdc:125,1,,,,,,,aa06c6ad-619c-5b4c-b967-0d62f2ad0900,tg:mmbdc:125_#1,"[{""resourceId"": ""aa06c6ad-619c-5b4c-b967-0d62f2ad0900"", ""ontologyProperty"": """", ""resourceXresourceId"": ""26f206d1-c041-4cdf-aa78-c57a7efc3524"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
451148b0-73dd-5072-a62c-7894d342d278,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/451148b0-73dd-5072-a62c-7894d342d278,object identifier,tg:mmbdc:100,record identifiers,MMB.A.1522,constructed titles,Naamlijst en uitgaven: Geopereerde patiënten Sint Henricusstichting en de kosten,Dutch (language),Documenten,,,
451148b0-73dd-5072-a62c-7894d342d278,e73_Copyrights,tg:mmbdc:100,,begindatum,,,,,,,,,1918,In Copyright,2033,,,,,,,,,,,,
451148b0-73dd-5072-a62c-7894d342d278,e73_Languages,,,taal 1,,,,,Dutch (language),,,,,,,,,,,,,,,,,,
451148b0-73dd-5072-a62c-7894d342d278,e73_MaterialRecords,tg:mmbdc:100,1,,,,,,,200b78aa-59d1-5d48-a3e9-a9698441da3e,tg:mmbdc:100_#1,"[{""resourceId"": ""200b78aa-59d1-5d48-a3e9-a9698441da3e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b670e32b-1a17-4f90-90c4-7c89c9daea06"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
484623ef-fa84-59f8-aaf9-6dadbecc8f89,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/484623ef-fa84-59f8-aaf9-6dadbecc8f89,object identifier,tg:mmbdc:6,record identifiers,MMB.A.1194,constructed titles,Notitie: Genealogie Mayer,Dutch (language),Documenten,,,
484623ef-fa84-59f8-aaf9-6dadbecc8f89,e73_Copyrights,tg:mmbdc:6,,begindatum,,,,,,,,,,Copyright Undetermined,,,,,,,,,,,,,
484623ef-fa84-59f8-aaf9-6dadbecc8f89,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,
484623ef-fa84-59f8-aaf9-6dadbecc8f89,e73_MaterialRecords,tg:mmbdc:6,1,,,,,,,52519509-91f6-51ff-b3f7-41a02116d2e7,tg:mmbdc:6_#1,"[{""resourceId"": ""52519509-91f6-51ff-b3f7-41a02116d2e7"", ""ontologyProperty"": """", ""resourceXresourceId"": ""38b3868b-f3f3-4574-a0df-c3865e1fa49f"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
48abe9c0-eeff-5d2b-82eb-747ff6c2b3ff,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/48abe9c0-eeff-5d2b-82eb-747ff6c2b3ff,object identifier,tg:mmbdc:19,record identifiers,MMB.A.1207,constructed titles,Bidprentje Emil Mayer,Dutch (language),Documenten,,,
48abe9c0-eeff-5d2b-82eb-747ff6c2b3ff,e73_Copyrights,tg:mmbdc:19,,begindatum,,,,,,,,,1879,No Copyright - Public Domain Mark 1.0,1994,,,,,,,,,,,,
48abe9c0-eeff-5d2b-82eb-747ff6c2b3ff,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,
48abe9c0-eeff-5d2b-82eb-747ff6c2b3ff,e73_MaterialRecords,tg:mmbdc:19,1,,,,,,,02762407-114b-52cb-b815-50e59376f1e2,tg:mmbdc:19_#1,"[{""resourceId"": ""02762407-114b-52cb-b815-50e59376f1e2"", ""ontologyProperty"": """", ""resourceXresourceId"": ""bbfa94b3-b90a-4d72-86be-fc10f1b53b83"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
493ac90b-fa10-50e3-b7ec-8daf6fcce287,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/493ac90b-fa10-50e3-b7ec-8daf6fcce287,object identifier,tg:mmbdc:98,record identifiers,MMB.A.1520,constructed titles,Naamlijst en uitgaven: Geopereerde patiënten Sint Henricusstichting en de kosten,Dutch (language),Documenten,,,
493ac90b-fa10-50e3-b7ec-8daf6fcce287,e73_Copyrights,tg:mmbdc:98,,begindatum,,,,,,,,,1916,In Copyright,2031,,,,,,,,,,,,
493ac90b-fa10-50e3-b7ec-8daf6fcce287,e73_Languages,,,taal 1,,,,,Dutch (language),,,,,,,,,,,,,,,,,,
493ac90b-fa10-50e3-b7ec-8daf6fcce287,e73_MaterialRecords,tg:mmbdc:98,1,,,,,,,16fdf550-a558-5c59-b552-9e20923211a7,tg:mmbdc:98_#1,"[{""resourceId"": ""16fdf550-a558-5c59-b552-9e20923211a7"", ""ontologyProperty"": """", ""resourceXresourceId"": ""99096b06-51b0-4129-9edc-a2f7fa77f416"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
4a36f5c4-24d5-5047-9ee5-3219e07c78b6,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/4a36f5c4-24d5-5047-9ee5-3219e07c78b6,object identifier,tg:mmbdc:79,record identifiers,MMB.A.1472,constructed titles,Rekening drukwerk voor de Sint Henricusstichting,Dutch (language),Documenten,,,
4a36f5c4-24d5-5047-9ee5-3219e07c78b6,e73_Copyrights,tg:mmbdc:79,,begindatum,,,,,,,,,1914,In Copyright,2029,,,,,,,,,,,,
4a36f5c4-24d5-5047-9ee5-3219e07c78b6,e73_Languages,,,taal 1,,,,,Dutch (language),,,,,,,,,,,,,,,,,,
4a36f5c4-24d5-5047-9ee5-3219e07c78b6,e73_MaterialRecords,tg:mmbdc:79,1,,,,,,,0ced21dc-67bf-5d73-8344-d7c3172d51d8,tg:mmbdc:79_#1,"[{""resourceId"": ""0ced21dc-67bf-5d73-8344-d7c3172d51d8"", ""ontologyProperty"": """", ""resourceXresourceId"": ""1e9acb8e-d18f-4fcc-9488-ff424fc77605"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
4e1f5565-158d-5dfe-9987-fe13fbb48a7e,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/4e1f5565-158d-5dfe-9987-fe13fbb48a7e,object identifier,tg:mmbdc:118,record identifiers,MMB.A.1649,constructed titles,Notitie: aankopen bij Croquison,Dutch (language),Documenten,,,
4e1f5565-158d-5dfe-9987-fe13fbb48a7e,e73_Copyrights,tg:mmbdc:118,,begindatum,,,,,,,,,1888,No Copyright - Public Domain Mark 1.0,2003,,,,,,,,,,,,
4e1f5565-158d-5dfe-9987-fe13fbb48a7e,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,
4e1f5565-158d-5dfe-9987-fe13fbb48a7e,e73_MaterialRecords,tg:mmbdc:118,1,,,,,,,6af047a7-8e0c-53e4-a773-805c838fd006,tg:mmbdc:118_#1,"[{""resourceId"": ""6af047a7-8e0c-53e4-a773-805c838fd006"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a9555585-a3e2-4d3a-b5a6-ebb650fae40b"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
4e49d3e0-d21a-559e-911e-9614954567c4,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/4e49d3e0-d21a-559e-911e-9614954567c4,object identifier,tg:mmbdc:21,record identifiers,MMB.A.1209,constructed titles,Bidprentje Emil Mayer,Dutch (language),Documenten,,,
4e49d3e0-d21a-559e-911e-9614954567c4,e73_Copyrights,tg:mmbdc:21,,begindatum,,,,,,,,,1879,No Copyright - Public Domain Mark 1.0,1994,,,,,,,,,,,,
4e49d3e0-d21a-559e-911e-9614954567c4,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,
4e49d3e0-d21a-559e-911e-9614954567c4,e73_MaterialRecords,tg:mmbdc:21,1,,,,,,,ae701dd1-11e4-5401-b13b-ea98289eb072,tg:mmbdc:21_#1,"[{""resourceId"": ""ae701dd1-11e4-5401-b13b-ea98289eb072"", ""ontologyProperty"": """", ""resourceXresourceId"": ""3f210783-2492-4ef1-beca-2ade2b22be9b"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
539aa72e-50df-51e7-b265-b1c8f6822971,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/539aa72e-50df-51e7-b265-b1c8f6822971,object identifier,tg:mmbdc:152,record identifiers,MMB.A.2491,titles proper,"Inventaire 1909, brouillon A",French (language),Documenten,descriptive note,Nederlands,"Ontwerp voor een catalogus van de collectie, gebaseerd op de handgeschreven inventaris van Henriëtte (niet gerealiseerd)"
539aa72e-50df-51e7-b265-b1c8f6822971,e73_Copyrights,tg:mmbdc:152,,begindatum,,,,,,,,,1909,In Copyright,2024,,,,,,,,,,,,
539aa72e-50df-51e7-b265-b1c8f6822971,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,
539aa72e-50df-51e7-b265-b1c8f6822971,e73_MaterialRecords,tg:mmbdc:152,1,,,,,,,f7cec6a7-819e-58e6-aa80-2aabe335a6d8,tg:mmbdc:152_#1,"[{""resourceId"": ""f7cec6a7-819e-58e6-aa80-2aabe335a6d8"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d4a9f770-a802-4922-9d5f-12cc0aeaed3e"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
54f7a45d-01d8-5548-b866-8d235e1c35a2,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/54f7a45d-01d8-5548-b866-8d235e1c35a2,object identifier,tg:mmbdc:163,record identifiers,MMB.A.2520,constructed titles,Album met twee pauselijke brieven aan Jean Félix en Constantin van den Bergh,Dutch (language),Documenten,descriptive note,Nederlands,"Bevat een brief van Paus Leo XIII aan Jean Félix van den Bergh betreffende de verlening van de titel van baron (pauselijke adel), en een brief van Paus Leo XIII aan Constantin van den Bergh betreffende de verlening van de titel van baron (pauselijke adel), met specificatie dat de titel erfelijk is in mannelijke lijn, voor de eerstgeboren, en indien het een wettig huwelijk was"
54f7a45d-01d8-5548-b866-8d235e1c35a2,e73_Copyrights,tg:mmbdc:163,,begindatum,,,,,,,,,1879,No Copyright - Public Domain Mark 1.0,1994,,,,,,,,,,,,
54f7a45d-01d8-5548-b866-8d235e1c35a2,e73_Languages,,,taal 1,,,,,Latin (language),,,,,,,,,,,,,,,,,,
54f7a45d-01d8-5548-b866-8d235e1c35a2,e73_MaterialRecords,tg:mmbdc:163,1,,,,,,,be0fc51d-b1da-5adf-8485-ccda336b1cf4,tg:mmbdc:163_#1,"[{""resourceId"": ""be0fc51d-b1da-5adf-8485-ccda336b1cf4"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d5d0b602-eefe-43e3-8a24-25a791368697"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
5cede916-f4cb-5135-8087-0f00e34b416b,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/5cede916-f4cb-5135-8087-0f00e34b416b,object identifier,tg:mmbdc:74,record identifiers,MMB.A.1465,constructed titles,Uitgaven Sint Henricusstichting,Dutch (language),Documenten,,,
5cede916-f4cb-5135-8087-0f00e34b416b,e73_Copyrights,tg:mmbdc:74,,begindatum,,,,,,,,,1905,No Known Copyright,2020,,,,,,,,,,,,
5cede916-f4cb-5135-8087-0f00e34b416b,e73_Languages,,,taal 1,,,,,Dutch (language),,,,,,,,,,,,,,,,,,
5cede916-f4cb-5135-8087-0f00e34b416b,e73_MaterialRecords,tg:mmbdc:74,1,,,,,,,532a1086-d22c-5e74-a33f-42e58c771728,tg:mmbdc:74_#1,"[{""resourceId"": ""532a1086-d22c-5e74-a33f-42e58c771728"", ""ontologyProperty"": """", ""resourceXresourceId"": ""eaad589d-159c-409b-8dc8-11fdf2791140"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
60f45316-4f01-5f2d-b1a0-44f45d6ec424,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/60f45316-4f01-5f2d-b1a0-44f45d6ec424,object identifier,tg:mmbdc:117,record identifiers,MMB.A.1639,constructed titles,Notitie: aantekeningen over Vlaamse en Nederlandse kunstenaars,Dutch (language),Documenten,,,
60f45316-4f01-5f2d-b1a0-44f45d6ec424,e73_Copyrights,tg:mmbdc:117,,begindatum,,,,,,,,,,Copyright Undetermined,,,,,,,,,,,,,
60f45316-4f01-5f2d-b1a0-44f45d6ec424,e73_Languages,,,taal 1,,,,,Dutch (language),,,,,,,,,,,,,,,,,,
60f45316-4f01-5f2d-b1a0-44f45d6ec424,e73_MaterialRecords,tg:mmbdc:117,1,,,,,,,b3aeb7dc-2e3c-599d-ab86-ef631603d2af,tg:mmbdc:117_#1,"[{""resourceId"": ""b3aeb7dc-2e3c-599d-ab86-ef631603d2af"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d7931ea5-c928-4925-8a2f-c8736b8dd0bd"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
6355f5eb-9ad7-5f33-baf3-d86a14afcaf8,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/6355f5eb-9ad7-5f33-baf3-d86a14afcaf8,object identifier,tg:mmbdc:96,record identifiers,MMB.A.1517,constructed titles,Naamlijst: Patiënten Sint Henricusstichting,Dutch (language),Documenten,,,
6355f5eb-9ad7-5f33-baf3-d86a14afcaf8,e73_Copyrights,tg:mmbdc:96,,begindatum,,,,,,,,,uuuu,Copyright Undetermined,,,,,,,,,,,,,
6355f5eb-9ad7-5f33-baf3-d86a14afcaf8,e73_Languages,,,taal 1,,,,,Dutch (language),,,,,,,,,,,,,,,,,,
6355f5eb-9ad7-5f33-baf3-d86a14afcaf8,e73_MaterialRecords,tg:mmbdc:96,1,,,,,,,6081eaf9-558c-5607-92dc-04d8aa5897a0,tg:mmbdc:96_#1,"[{""resourceId"": ""6081eaf9-558c-5607-92dc-04d8aa5897a0"", ""ontologyProperty"": """", ""resourceXresourceId"": ""1326164d-4e6e-4aa3-9780-e6930a3cd6d4"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
6488a3af-a6ba-5c6e-b44e-0d4e7a96d917,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/6488a3af-a6ba-5c6e-b44e-0d4e7a96d917,object identifier,tg:mmbdc:129,record identifiers,MMB.A.1663,constructed titles,"Kwitantie: Lijstje van aankopen op een kunstveiling bij Hugo Helbing, München",Dutch (language),Documenten,,,
6488a3af-a6ba-5c6e-b44e-0d4e7a96d917,e73_Copyrights,tg:mmbdc:129,,begindatum,,,,,,,,,1895,No Known Copyright,2010,,,,,,,,,,,,
6488a3af-a6ba-5c6e-b44e-0d4e7a96d917,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,
6488a3af-a6ba-5c6e-b44e-0d4e7a96d917,e73_MaterialRecords,tg:mmbdc:129,1,,,,,,,2cd221b1-3c8d-5832-a624-ea58153153fc,tg:mmbdc:129_#1,"[{""resourceId"": ""2cd221b1-3c8d-5832-a624-ea58153153fc"", ""ontologyProperty"": """", ""resourceXresourceId"": ""adf60aa2-a188-43aa-a97d-9ddc7644dedb"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
67cca5f1-5e8a-54f4-be7b-eb7415d25c1f,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/67cca5f1-5e8a-54f4-be7b-eb7415d25c1f,object identifier,tg:mmbdc:14,record identifiers,MMB.A.1202,constructed titles,Bidprentje Henriëtte Cathérine Elsen van den Bergh,Dutch (language),Documenten,,,
67cca5f1-5e8a-54f4-be7b-eb7415d25c1f,e73_Copyrights,tg:mmbdc:14,,begindatum,,,,,,,,,1901,No Known Copyright,2016,,,,,,,,,,,,
67cca5f1-5e8a-54f4-be7b-eb7415d25c1f,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,
67cca5f1-5e8a-54f4-be7b-eb7415d25c1f,e73_MaterialRecords,tg:mmbdc:14,1,,,,,,,d2b1e801-98c8-50f2-aada-311f9dcc076b,tg:mmbdc:14_#1,"[{""resourceId"": ""d2b1e801-98c8-50f2-aada-311f9dcc076b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a05bb172-f410-43c2-9e40-c03e7f14fae5"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
6989ab5a-5e9a-589f-bc91-82ac9e23af82,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/6989ab5a-5e9a-589f-bc91-82ac9e23af82,object identifier,tg:mmbdc:87,record identifiers,MMB.A.1481,constructed titles,Rekeningen: Kosten Sint Camillusgesticht,Dutch (language),Documenten,,,
6989ab5a-5e9a-589f-bc91-82ac9e23af82,e73_Copyrights,tg:mmbdc:87,,begindatum,,,,,,,,,1902,No Known Copyright,2017,,,,,,,,,,,,
6989ab5a-5e9a-589f-bc91-82ac9e23af82,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,
6989ab5a-5e9a-589f-bc91-82ac9e23af82,e73_MaterialRecords,tg:mmbdc:87,1,,,,,,,900a1849-6553-5eb7-9e73-81e9fdeadc30,tg:mmbdc:87_#1,"[{""resourceId"": ""900a1849-6553-5eb7-9e73-81e9fdeadc30"", ""ontologyProperty"": """", ""resourceXresourceId"": ""39fa64c7-7a40-49c3-8e38-79a118396731"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
6a40066d-6678-58d8-b9d9-b69d9e768a06,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/6a40066d-6678-58d8-b9d9-b69d9e768a06,object identifier,tg:mmbdc:127,record identifiers,MMB.A.1661,constructed titles,"Notitie: Prijslijstje van foto's van verschillende kunstwerken, te verkrijgen bij Hanfstaengl, München en Braun, Dornach",Dutch (language),Documenten,,,
6a40066d-6678-58d8-b9d9-b69d9e768a06,e73_Copyrights,tg:mmbdc:127,,begindatum,,,,,,,,,1892,No Copyright - Public Domain Mark 1.0,2007,,,,,,,,,,,,
6a40066d-6678-58d8-b9d9-b69d9e768a06,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,
6a40066d-6678-58d8-b9d9-b69d9e768a06,e73_MaterialRecords,tg:mmbdc:127,1,,,,,,,7ddc9d0f-6eb7-5973-8f26-b5388322a64d,tg:mmbdc:127_#1,"[{""resourceId"": ""7ddc9d0f-6eb7-5973-8f26-b5388322a64d"", ""ontologyProperty"": """", ""resourceXresourceId"": ""15c9598c-1009-4ab0-b563-6370a83bec53"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
6b2b61eb-8dec-5e35-aaf8-fb1c1e137c6a,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/6b2b61eb-8dec-5e35-aaf8-fb1c1e137c6a,object identifier,tg:mmbdc:105,record identifiers,MMB.A.1550,constructed titles,Kwitantie: Honorarium dr. Alfons Van de Perre,Dutch (language),Documenten,,,
6b2b61eb-8dec-5e35-aaf8-fb1c1e137c6a,e73_Copyrights,tg:mmbdc:105,,begindatum,,,,,,,,,1905,No Known Copyright,2020,,,,,,,,,,,,
6b2b61eb-8dec-5e35-aaf8-fb1c1e137c6a,e73_Languages,,,taal 1,,,,,Dutch (language),,,,,,,,,,,,,,,,,,
6b2b61eb-8dec-5e35-aaf8-fb1c1e137c6a,e73_MaterialRecords,tg:mmbdc:105,1,,,,,,,f33ccad8-05e0-52a9-8eaf-e1040b59ce33,tg:mmbdc:105_#1,"[{""resourceId"": ""f33ccad8-05e0-52a9-8eaf-e1040b59ce33"", ""ontologyProperty"": """", ""resourceXresourceId"": ""8982abf3-838f-4c98-bd19-e5c9c1281d52"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
6bf3766e-9d43-5512-9736-e991034e254f,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/6bf3766e-9d43-5512-9736-e991034e254f,object identifier,tg:mmbdc:39,record identifiers,MMB.A.1269,constructed titles,Uitnodiging voor een vergadering die plaatsvond in de 'Pastory Sinte Walburghis (in tsoo geseydt Oudt Antwerpen)',Dutch (language),Documenten,,,
6bf3766e-9d43-5512-9736-e991034e254f,e73_Copyrights,tg:mmbdc:39,,begindatum,,,,,,,,,1894,No Known Copyright,2009,,,,,,,,,,,,
6bf3766e-9d43-5512-9736-e991034e254f,e73_Languages,,,taal 1,,,,,Dutch (language),,,,,,,,,,,,,,,,,,
6bf3766e-9d43-5512-9736-e991034e254f,e73_MaterialRecords,tg:mmbdc:39,1,,,,,,,d5d88f16-25d2-5c82-8c97-d848a6ced94b,tg:mmbdc:39_#1,"[{""resourceId"": ""d5d88f16-25d2-5c82-8c97-d848a6ced94b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""504d1bd3-fc44-4f95-b909-b33e9b0d7953"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
6c7ccc0d-5d67-5e6f-9fa4-b0973651bb16,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/6c7ccc0d-5d67-5e6f-9fa4-b0973651bb16,object identifier,tg:mmbdc:65,record identifiers,MMB.A.1456,constructed titles,Rekening medische instrumenten voor de Sint Henricusstichting,Dutch (language),Documenten,,,
6c7ccc0d-5d67-5e6f-9fa4-b0973651bb16,e73_Copyrights,tg:mmbdc:65,,begindatum,,,,,,,,,1904,No Known Copyright,2019,,,,,,,,,,,,
6c7ccc0d-5d67-5e6f-9fa4-b0973651bb16,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,
6c7ccc0d-5d67-5e6f-9fa4-b0973651bb16,e73_MaterialRecords,tg:mmbdc:65,1,,,,,,,d8d85fc0-9e54-535d-856e-db378422ab52,tg:mmbdc:65_#1,"[{""resourceId"": ""d8d85fc0-9e54-535d-856e-db378422ab52"", ""ontologyProperty"": """", ""resourceXresourceId"": ""0f8bc182-338a-4983-891c-087c3e010bbb"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
70605196-e141-5fb5-9962-2b1651f3e2a1,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/70605196-e141-5fb5-9962-2b1651f3e2a1,object identifier,tg:mmbdc:8,record identifiers,MMB.A.1196,constructed titles,Doodsbrief Emil Mayer,Dutch (language),Documenten,,,
70605196-e141-5fb5-9962-2b1651f3e2a1,e73_Copyrights,tg:mmbdc:8,,begindatum,,,,,,,,,1879,No Copyright - Public Domain Mark 1.0,1994,,,,,,,,,,,,
70605196-e141-5fb5-9962-2b1651f3e2a1,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,
70605196-e141-5fb5-9962-2b1651f3e2a1,e73_MaterialRecords,tg:mmbdc:8,1,,,,,,,43041bc9-a42e-59b2-9bca-dbabb16059b9,tg:mmbdc:8_#1,"[{""resourceId"": ""43041bc9-a42e-59b2-9bca-dbabb16059b9"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d0593ef6-99e6-4391-b302-6bcc869a26ca"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
7361d5ec-7807-5f3c-b9b7-4b6f7b9bdc17,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/7361d5ec-7807-5f3c-b9b7-4b6f7b9bdc17,object identifier,tg:mmbdc:119,record identifiers,MMB.A.1651,constructed titles,Notitie: 'Clé de la petite porte gothique en bois communiquant du musée au No 21 rue de l'Hôpital',Dutch (language),Documenten,,,
7361d5ec-7807-5f3c-b9b7-4b6f7b9bdc17,e73_Copyrights,tg:mmbdc:119,,begindatum,,,,,,,,,,Copyright Undetermined,,,,,,,,,,,,,
7361d5ec-7807-5f3c-b9b7-4b6f7b9bdc17,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,
7361d5ec-7807-5f3c-b9b7-4b6f7b9bdc17,e73_MaterialRecords,tg:mmbdc:119,1,,,,,,,f2b51134-d1c1-5f3d-bab2-1e3839410334,tg:mmbdc:119_#1,"[{""resourceId"": ""f2b51134-d1c1-5f3d-bab2-1e3839410334"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e778c84e-3ff5-4dfa-b266-bf3eedb81e83"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
749f73a4-1c60-5ebe-8791-4b92aea9b2f7,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/749f73a4-1c60-5ebe-8791-4b92aea9b2f7,object identifier,tg:mmbdc:124,record identifiers,MMB.A.1658,constructed titles,Notitie: oplijsting van verschillende werken,Dutch (language),Documenten,descriptive note,Nederlands,"Geordend per soort, met prijzen"
749f73a4-1c60-5ebe-8791-4b92aea9b2f7,e73_Copyrights,tg:mmbdc:124,,begindatum,,,,,,,,,1893,No Known Copyright,2008,,,,,,,,,,,,
749f73a4-1c60-5ebe-8791-4b92aea9b2f7,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,
749f73a4-1c60-5ebe-8791-4b92aea9b2f7,e73_MaterialRecords,tg:mmbdc:124,1,,,,,,,09052def-26e6-5d99-b79e-b030d0d496d1,tg:mmbdc:124_#1,"[{""resourceId"": ""09052def-26e6-5d99-b79e-b030d0d496d1"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ad2937de-346b-4cb0-a763-83ba03821f49"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
74a758b8-f555-5531-96c8-e79a63a7b8d3,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/74a758b8-f555-5531-96c8-e79a63a7b8d3,object identifier,tg:mmbdc:75,record identifiers,MMB.A.1467,constructed titles,Rekening bureaubenodigdheden voor de Sint Henricusstichting,Dutch (language),Documenten,,,
74a758b8-f555-5531-96c8-e79a63a7b8d3,e73_Copyrights,tg:mmbdc:75,,begindatum,,,,,,,,,1906,No Known Copyright,2021,,,,,,,,,,,,
74a758b8-f555-5531-96c8-e79a63a7b8d3,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,
