ResourceID,card,order,Object Identifier,Object Number Type,Object Number,Other Identifier Type,Other Identifier,Description Type,Description Language,Description,Record Type
a4530ea2-67e1-5a3e-8e0d-a61e4818661c,AA,0,https://data.museummayervandenbergh.be/ark:/59511/a4530ea2-67e1-5a3e-8e0d-a61e4818661c,object identifier,tg:mmbbr:1116,record identifiers,MMB.A.1116,descriptive note,Nederlands,"inlichtingen over Descuhé waar gotische objecten te vinden zijn, over Robin waar eik te vinden is, over het schilderij door Clouet en over twee objecten met email",Brieven
b9638cea-43bf-564e-aa90-28074d890eb1,AA,0,https://data.museummayervandenbergh.be/ark:/59511/b9638cea-43bf-564e-aa90-28074d890eb1,object identifier,tg:mmbbr:1117,record identifiers,MMB.A.1117,descriptive note,Nederlands,inlichtingen over de prijs voor een vrouwenportret,Brieven
8d0ae825-c7fc-5220-ac1c-2a5f044871b0,AA,0,https://data.museummayervandenbergh.be/ark:/59511/8d0ae825-c7fc-5220-ac1c-2a5f044871b0,object identifier,tg:mmbbr:1118,record identifiers,MMB.A.1118,descriptive note,Nederlands,"de ontvangst van geld voor schilderijen die hij aan Fritz heeft verkocht [anoniem, Christus Triumphator; Coffermans, Maria met Kind, tronend; anoniem, Maria met Kind, Maria Magdalena, Agnes, Catharina en Barbara]",Brieven
e1289272-4b5a-581e-bae2-5023f44b9af7,AA,0,https://data.museummayervandenbergh.be/ark:/59511/e1289272-4b5a-581e-bae2-5023f44b9af7,object identifier,tg:mmbbr:1119,record identifiers,MMB.A.1119,descriptive note,Nederlands,een degen in buksboom,Brieven
a34a8b0e-58a0-5350-8b75-dea262fe4c5e,AA,0,https://data.museummayervandenbergh.be/ark:/59511/a34a8b0e-58a0-5350-8b75-dea262fe4c5e,object identifier,tg:mmbbr:1120,record identifiers,MMB.A.1120,descriptive note,Nederlands,het aanbod van een schilderij door Bruegel voorstellend Vlaamse spreekwoorden,Brieven
d9fedc7a-0e28-5ce5-8b6e-85774ba80019,AA,0,https://data.museummayervandenbergh.be/ark:/59511/d9fedc7a-0e28-5ce5-8b6e-85774ba80019,object identifier,tg:mmbbr:1121,record identifiers,MMB.A.1121,descriptive note,Nederlands,een Italiaanse schotel in faience [Geschiedenis van Peleus en Thetis],Brieven
bf45fcde-8893-5910-89bf-8ee294f2321b,AA,0,https://data.museummayervandenbergh.be/ark:/59511/bf45fcde-8893-5910-89bf-8ee294f2321b,object identifier,tg:mmbbr:1122,record identifiers,MMB.A.1122,descriptive note,Nederlands,problemen met het pachten van een stuk grond,Brieven
34da9087-d61a-582c-815f-29e88a77d50d,AA,0,https://data.museummayervandenbergh.be/ark:/59511/34da9087-d61a-582c-815f-29e88a77d50d,object identifier,tg:mmbbr:1123,record identifiers,MMB.A.1123,descriptive note,Nederlands,"de ontvangst van een cheque, de belofte om een parelsnoer voor haar te vinden en de verzending van een kwitantie",Brieven
6bea0c54-9251-5f35-b8ab-6502701081eb,AA,0,https://data.museummayervandenbergh.be/ark:/59511/6bea0c54-9251-5f35-b8ab-6502701081eb,object identifier,tg:mmbbr:1124,record identifiers,MMB.A.1124,descriptive note,Nederlands,Kwitantie betreffende een schilderij toegeschreven aan Van Orley voorstellend de kruisafneming,Brieven
8b1a54e2-a786-529a-a4bc-76bceadec559,AA,0,https://data.museummayervandenbergh.be/ark:/59511/8b1a54e2-a786-529a-a4bc-76bceadec559,object identifier,tg:mmbbr:1125,record identifiers,MMB.A.1125,descriptive note,Nederlands,inlichtingen over een introductie die hij voor Fritz heeft geschreven en waarin hij Fritz en Henriëtte als zeer geëngageerde christenen voorsteld aan een abt,Brieven
27c5b822-8640-5133-9203-ebbecb0c4b19,AA,0,https://data.museummayervandenbergh.be/ark:/59511/27c5b822-8640-5133-9203-ebbecb0c4b19,object identifier,tg:mmbbr:1126,record identifiers,MMB.A.1126,descriptive note,Nederlands,"de ontvangst van een cheque, de verzending van een schilderij en een afgietsel, inlichtingen over de proeven op het hoofd van Sint-Michael en over de herkomst van het werk door Van Orley [Kruisafneming]",Brieven
6301d1bc-ac63-584c-bb1a-81b29d2b3930,AA,0,https://data.museummayervandenbergh.be/ark:/59511/6301d1bc-ac63-584c-bb1a-81b29d2b3930,object identifier,tg:mmbbr:1127,record identifiers,MMB.A.1127,descriptive note,Nederlands,een probleem met de betaling voor een gotische leeuw door de Bruyn-Segers,Brieven
12899071-fc24-5143-b7ea-db0dd7ccf7ee,AA,0,https://data.museummayervandenbergh.be/ark:/59511/12899071-fc24-5143-b7ea-db0dd7ccf7ee,object identifier,tg:mmbbr:1128,record identifiers,MMB.A.1128,descriptive note,Nederlands,"de verzending van twee proeven op een terracotta hoofd, de verzending van een foto van Sint-Michael aan Destrée en inlichtingen over het hoofd",Brieven
4bbb34fc-b49b-5651-a419-e5595a33c569,AA,0,https://data.museummayervandenbergh.be/ark:/59511/4bbb34fc-b49b-5651-a419-e5595a33c569,object identifier,tg:mmbbr:1129,record identifiers,MMB.A.1129,descriptive note,Nederlands,"de ontvangst van een lithografie en inlichtingen over de herkomst van schilderijen uit Spanje: een werk toegeschreven aan Memling voorstellend Christus [anoniem, Christus Triumphator], een werk toegeschreven aan Van Eyck voorstellend een martelaar, een triptiek [anoniem, Maria met Kind, Maria Magdalena, Agnes, Catharina en Barbara], en een ander werk [Coffermans, Maria met Kind, tronend]",Brieven
2cf95102-9132-5622-b4da-95bd5f95d5e1,AA,0,https://data.museummayervandenbergh.be/ark:/59511/2cf95102-9132-5622-b4da-95bd5f95d5e1,object identifier,tg:mmbbr:1130,record identifiers,MMB.A.1130,descriptive note,Nederlands,de verzending van voorwerpen en een uitnodiging om langs te komen,Brieven
3b92f89a-f8f0-5946-99f8-98a18b22b7a8,AA,0,https://data.museummayervandenbergh.be/ark:/59511/3b92f89a-f8f0-5946-99f8-98a18b22b7a8,object identifier,tg:mmbbr:1131,record identifiers,MMB.A.1131,descriptive note,Nederlands,het afschepen van antiquairs en de vraag om een vrouw te helpen,Brieven
d59dd74f-dde5-5a4c-933c-b7538324bdfc,AA,0,https://data.museummayervandenbergh.be/ark:/59511/d59dd74f-dde5-5a4c-933c-b7538324bdfc,object identifier,tg:mmbbr:1132,record identifiers,MMB.A.1132,descriptive note,Nederlands,"de ontvangst van een schilderij dat Fritz terugstuurde, de verzending van een Vlaams schilderij voorstellend de heilige familie in een landschap en een Vlaams schilderij voorstellend een bisschop en de vraag of Fritz een romaans boekdeksel met email voorstellend Sint-Willem en twee engelen heeft gekocht ",Brieven
210d4232-db8b-5e40-ba07-c1a2fa216e18,AA,0,https://data.museummayervandenbergh.be/ark:/59511/210d4232-db8b-5e40-ba07-c1a2fa216e18,object identifier,tg:mmbbr:1133,record identifiers,MMB.A.1133,descriptive note,Nederlands,een mogelijk bezoek van Fritz om zaken te bekijken en de bedanking voor het inwilligen van een verzoek ,Brieven
3188a19e-6acf-5421-940d-343f98c3e850,AA,0,https://data.museummayervandenbergh.be/ark:/59511/3188a19e-6acf-5421-940d-343f98c3e850,object identifier,tg:mmbbr:1134,record identifiers,MMB.A.1134,descriptive note,Nederlands,"inlichtingen over de verkoop van bepaalde zaken, het aanbod van kant onder meer uit Spanje en Italië, een gotische monstrans, een gotische loden plaquette, een schoorsteenmantel en twee 'stuks Delft'",Brieven
a5a7f9c9-ea33-5e6d-94f1-e1a892da1f00,AA,0,https://data.museummayervandenbergh.be/ark:/59511/a5a7f9c9-ea33-5e6d-94f1-e1a892da1f00,object identifier,tg:mmbbr:1135,record identifiers,MMB.A.1135,descriptive note,Nederlands,"de vraag naar een foto van een werk door Van Eyck voorstellend Sint-Barbara en de Madonna bij een fontein, het aanbod van koorgestoelte en twee glasramen uit een kerk, inlichtingen over de publicatie van zijn studie over Memling, de verkoop van een portret uit de collectie van Felix, het aanbod van een schilderij uit de La Paz-school, de vraag naar informatie over de kleuren van twee schilderijen en over een schilderij door Broederlam",Brieven
9aa5df32-9643-522d-abb2-0c3bdb9dadb8,AA,0,https://data.museummayervandenbergh.be/ark:/59511/9aa5df32-9643-522d-abb2-0c3bdb9dadb8,object identifier,tg:mmbbr:1136,record identifiers,MMB.A.1136,descriptive note,Nederlands,de vraag of Fritz zijn boek 'Art Sales' wil lenen omdat hij het nodig heeft voor zijn publicatie 'Recueil encyclopédique des principales ventes d'art feites en France et à l'étranger pendant les 18e et 19e sciecles',Brieven
11661ca2-7975-59b3-ab29-810497bf8df3,AA,0,https://data.museummayervandenbergh.be/ark:/59511/11661ca2-7975-59b3-ab29-810497bf8df3,object identifier,tg:mmbbr:1137,record identifiers,MMB.A.1137,descriptive note,Nederlands,de verzending van een foto van een houten beeldengroep met polychromie,Brieven
4e21922f-c9d4-5233-afc0-ad88b2d78002,AA,0,https://data.museummayervandenbergh.be/ark:/59511/4e21922f-c9d4-5233-afc0-ad88b2d78002,object identifier,tg:mmbbr:1138,record identifiers,MMB.A.1138,descriptive note,Nederlands,het aanbod van een bronzen zwaard,Brieven
eabcf381-05f2-5aa6-8fc1-ab77348556f3,AA,0,https://data.museummayervandenbergh.be/ark:/59511/eabcf381-05f2-5aa6-8fc1-ab77348556f3,object identifier,tg:mmbbr:1139,record identifiers,MMB.A.1139,descriptive note,Nederlands,"de verzending van een Vlaams gotisch schilderij, twee houten beeldengroepen en een renaissance verguld bronzen beeld ter bezichtiging ",Brieven
ce0b5bac-9538-5793-a02c-c9073257e230,AA,0,https://data.museummayervandenbergh.be/ark:/59511/ce0b5bac-9538-5793-a02c-c9073257e230,object identifier,tg:mmbbr:1140,record identifiers,MMB.A.1140,descriptive note,Nederlands,"het aanbod van een gotisch verguld zilveren beeld voorstellend Sint-Martinus te paard, twee gotische figuren, drie gotische houten beeldengroepen en een gotische ridder",Brieven
12ce0238-625c-5560-b348-58fb71cc5cc7,AA,0,https://data.museummayervandenbergh.be/ark:/59511/12ce0238-625c-5560-b348-58fb71cc5cc7,object identifier,tg:mmbbr:1141,record identifiers,MMB.A.1141,descriptive note,Nederlands,inlichtingen over een triptiek en de vraag om een gotisch schilderij voorstellend Mater Dolorosa terug te sturen naar de Ruffo,Brieven
e9ee5bd8-532b-5f3c-9565-c3b080f77cd6,AA,0,https://data.museummayervandenbergh.be/ark:/59511/e9ee5bd8-532b-5f3c-9565-c3b080f77cd6,object identifier,tg:mmbbr:1142,record identifiers,MMB.A.1142,descriptive note,Nederlands,"de ontvangst van geld, inlichtingen over een verkochte klok en het aanbod van een kast met mensen en engelenkoppen erop",Brieven
2ee5c701-0604-5f45-9e06-f490db682bc4,AA,0,https://data.museummayervandenbergh.be/ark:/59511/2ee5c701-0604-5f45-9e06-f490db682bc4,object identifier,tg:mmbbr:1143,record identifiers,MMB.A.1143,descriptive note,Nederlands,de onderhandelingen over twee schilderijen en de onderhandelingen met Warneck over schilderijen en het aanbod van twee stukken en een triptiek bij Kleinberger,Brieven
4541cd14-6b14-5286-aa22-2ea3662f9ee6,AA,0,https://data.museummayervandenbergh.be/ark:/59511/4541cd14-6b14-5286-aa22-2ea3662f9ee6,object identifier,tg:mmbbr:1144,record identifiers,MMB.A.1144,descriptive note,Nederlands,inlichtingen over een portret door Hals,Brieven
c8eb7cf5-9e11-5dd7-b5ca-adc2dda2dcc8,AA,0,https://data.museummayervandenbergh.be/ark:/59511/c8eb7cf5-9e11-5dd7-b5ca-adc2dda2dcc8,object identifier,tg:mmbbr:1145,record identifiers,MMB.A.1145,descriptive note,Nederlands,de vraag naar inlichtingen over Fritz die niet reageert op zijn brieven,Brieven
2ce9cdfc-4e33-5d0b-bd8d-5015fd995c9b,AA,0,https://data.museummayervandenbergh.be/ark:/59511/2ce9cdfc-4e33-5d0b-bd8d-5015fd995c9b,object identifier,tg:mmbbr:1146,record identifiers,MMB.A.1146,descriptive note,Nederlands,het aanbod van twee gotische gouden geëmailleerde kronen van de Madonna en Christus en een ijzeren koffer met arenden erop gegraveerd,Brieven
d32a45c6-6a94-5818-a950-fe2fac5a0481,AA,0,https://data.museummayervandenbergh.be/ark:/59511/d32a45c6-6a94-5818-a950-fe2fac5a0481,object identifier,tg:mmbbr:1147,record identifiers,MMB.A.1147,descriptive note,Nederlands,de verzending van een ijzeren koffer en twee gouden kronen en inlichtingen over de ijzeren koffer en de twee gouden kronen,Brieven
d7904814-6e6d-5e5c-bca0-738a5c2473ba,AA,0,https://data.museummayervandenbergh.be/ark:/59511/d7904814-6e6d-5e5c-bca0-738a5c2473ba,object identifier,tg:mmbbr:1148,record identifiers,MMB.A.1148,descriptive note,Nederlands,de verzending van een eiken kader,Brieven
ec25e976-898a-511b-914f-c6ec7ad461ac,AA,0,https://data.museummayervandenbergh.be/ark:/59511/ec25e976-898a-511b-914f-c6ec7ad461ac,object identifier,tg:mmbbr:1149,record identifiers,MMB.A.1149,descriptive note,Nederlands,"een bedanking voor en inlichtingen over een bal, de ontvangst van een foto van een werk door Massijs voorstellend een ridder uit Fritz' collectie en een artikel van Helbig over Patinir en de vraag naar foto's van stukken uit Fritz' collectie en naar de juiste titel en uitgever van het werk van Weale ",Brieven
eb6ce621-8b49-536e-95d2-8c7ab6225e4c,AA,0,https://data.museummayervandenbergh.be/ark:/59511/eb6ce621-8b49-536e-95d2-8c7ab6225e4c,object identifier,tg:mmbbr:1150,record identifiers,MMB.A.1150,descriptive note,Nederlands,een smeekbede om geld te sturen,Brieven
196bf34b-08ff-5fed-9a9e-d6b905606b80,AA,0,https://data.museummayervandenbergh.be/ark:/59511/196bf34b-08ff-5fed-9a9e-d6b905606b80,object identifier,tg:mmbbr:1151,record identifiers,MMB.A.1151,descriptive note,Nederlands,inlichtingen over twee schilderijen: een werk door Teniers en een werk door Wijntrack,Brieven
525d2bb6-c3d8-5f41-82e7-a2bfacec8b23,AA,0,https://data.museummayervandenbergh.be/ark:/59511/525d2bb6-c3d8-5f41-82e7-a2bfacec8b23,object identifier,tg:mmbbr:1152,record identifiers,MMB.A.1152,descriptive note,Nederlands,"de vraag naar een foto van een schilderij door Broederlam uit Fritz' collectie [anoniem, Geboorte van Jezus, Verrijzenis, Hl. Christoffel])",Brieven
ee00e450-1d2c-5bbd-9f01-265c9b6f95c0,AA,0,https://data.museummayervandenbergh.be/ark:/59511/ee00e450-1d2c-5bbd-9f01-265c9b6f95c0,object identifier,tg:mmbbr:1153,record identifiers,MMB.A.1153,descriptive note,Nederlands,"Factuur voor de restauratie van verschillende schilderijen waaronder werken door Cranach, een gotisch werk voorstellend de Madonna met kind, een werk door van Huijsum voorstellend een fruitstuk, een gotisch werk voorstellend Ecce Homo, een altaarstuk door Broederlam, een werk in de stijl van Van Eyck voorstellend de Madonna, werken door Aertsen waaronder één voorstellend een eierdans, een werk in de stijl van Dürer, een diptiek door Bergmans voorstellend twee portretten, een landschap door Wildens, een vrouwenportret door Largillière, een gotisch werk voorstellend de opvoeding van Christus, werken door Ketels waaronder een kinderportret, een gotisch werk voorstellend een engel en een werk voorstellend het hoofd van Christus",Brieven
15091d62-98a8-5a7e-b8e6-1b53a92543b7,AA,0,https://data.museummayervandenbergh.be/ark:/59511/15091d62-98a8-5a7e-b8e6-1b53a92543b7,object identifier,tg:mmbbr:1154,record identifiers,MMB.A.1154,descriptive note,Nederlands,de vraag naar Fritz' mening over twee schilderijen en de belofte om een Hollands mansportret mee te brengen,Brieven
84f8ce2b-7330-58e7-8cac-af5eb2408aa7,AA,0,https://data.museummayervandenbergh.be/ark:/59511/84f8ce2b-7330-58e7-8cac-af5eb2408aa7,object identifier,tg:mmbbr:1155,record identifiers,MMB.A.1155,descriptive note,Nederlands,het aanbod van een schilderij toegeschreven aan Van der Weyden voorstellend de kruisiging,Brieven
11e7e91c-7bb7-5fdd-9850-3c27dd767377,AA,0,https://data.museummayervandenbergh.be/ark:/59511/11e7e91c-7bb7-5fdd-9850-3c27dd767377,object identifier,tg:mmbbr:1156,record identifiers,MMB.A.1156,descriptive note,Nederlands,de vraag of Fritz wil meewerken aan een tentoonstelling over oude kunst in Duits privaatbezit,Brieven
09fecffa-6fd5-586c-8a16-9554c6dc85dc,AA,0,https://data.museummayervandenbergh.be/ark:/59511/09fecffa-6fd5-586c-8a16-9554c6dc85dc,object identifier,tg:mmbbr:1157,record identifiers,MMB.A.1157,descriptive note,Nederlands,het aanbod van een Frans gotisch bas-reliëf met polychromie voorstellend de graflegging van Christus,Brieven
65376d3a-0fdd-5f80-a1cb-36f14d34cc24,AA,0,https://data.museummayervandenbergh.be/ark:/59511/65376d3a-0fdd-5f80-a1cb-36f14d34cc24,object identifier,tg:mmbbr:1158,record identifiers,MMB.A.1158,descriptive note,Nederlands,inlichtingen over de ziekte van Fritz en van de Guizard (influenza) en de onderhandelingen over een werk door Teniers [Verzoeking van Antonius abt] dat Henriëtte aan Fritz cadeau wil doen,Brieven
238bac71-a5a7-5bd9-acde-496a6abd3481,AA,0,https://data.museummayervandenbergh.be/ark:/59511/238bac71-a5a7-5bd9-acde-496a6abd3481,object identifier,tg:mmbbr:1159,record identifiers,MMB.A.1159,descriptive note,Nederlands,"de ontvangst van een cheque, inlichtingen over de verzending van het werk voorstellend een heilige [Teniers, Verzoeking van Antonius abt] en de belofte om verder te zoeken naar informatie over de herkomst van het werk",Brieven
c55b6e1a-e0a3-569f-b575-f7361fb8dd90,AA,0,https://data.museummayervandenbergh.be/ark:/59511/c55b6e1a-e0a3-569f-b575-f7361fb8dd90,object identifier,tg:mmbbr:1160,record identifiers,MMB.A.1160,descriptive note,Nederlands,"inlichtingen over het verkochte schilderij en bibliografische gegevens [Teniers, Verzoeking van Antonius abt]",Brieven
81b14abd-0710-5035-9e80-3d9a62b7c40b,AA,0,https://data.museummayervandenbergh.be/ark:/59511/81b14abd-0710-5035-9e80-3d9a62b7c40b,object identifier,tg:mmbbr:1161,record identifiers,MMB.A.1161,descriptive note,Nederlands,de verzending van een werk door Lejeune en een catalogus van de veiling Varange en de vraag naar foto's van stukken uit Fritz' collectie,Brieven
7d2acbaa-1794-566d-892d-aeb72a0a541b,AA,0,https://data.museummayervandenbergh.be/ark:/59511/7d2acbaa-1794-566d-892d-aeb72a0a541b,object identifier,tg:mmbbr:1162,record identifiers,MMB.A.1162,descriptive note,Nederlands,"het aanbod van een gotische zitbank, de onderhandelingen over een majolica en de wens voor een spoedig herstel van Fritz",Brieven
7699e015-ffc7-5f65-bcdf-5047aa7ae9ff,AA,0,https://data.museummayervandenbergh.be/ark:/59511/7699e015-ffc7-5f65-bcdf-5047aa7ae9ff,object identifier,tg:mmbbr:1163,record identifiers,MMB.A.1163,descriptive note,Nederlands,"de ontvangst van een portret voorstellend Fritz, de wens voor Fritz om beter te worden, de onderhandelingen over een schilderij door Tournier voorstellend achter figuren in een park en een schilderin in de stijl van Memling en het aanbod van van een werk door Donatello voorstellend Sint-Cecilia",Brieven
a5740f2c-0c79-5dbe-93d1-629c1db7023f,AA,0,https://data.museummayervandenbergh.be/ark:/59511/a5740f2c-0c79-5dbe-93d1-629c1db7023f,object identifier,tg:mmbbr:1164,record identifiers,MMB.A.1164,descriptive note,Nederlands,"inlichtingen over Cramer, Kleinschmidt en Thomas",Brieven
9fcbbf64-8601-5f51-9d7a-78226dba277d,AA,0,https://data.museummayervandenbergh.be/ark:/59511/9fcbbf64-8601-5f51-9d7a-78226dba277d,object identifier,tg:mmbbr:1165,record identifiers,MMB.A.1165,descriptive note,Nederlands,"inlichtingen Noringh, over een foto van een werk voorstellend de vlucht naar Egypte, over een kwitantie voor een werk door Bruegel, over van Hooff, over een koffertje, over het terugsturen van stalen en over een tentoonstelling",Brieven
302c429c-6841-5c84-bb73-43089b1e9d62,AA,0,https://data.museummayervandenbergh.be/ark:/59511/302c429c-6841-5c84-bb73-43089b1e9d62,object identifier,tg:mmbbr:1166,record identifiers,MMB.A.1166,descriptive note,Nederlands,[brief ontbreekt],Brieven
6f01ceb5-6459-5c38-a20d-5ca30bb39a91,AA,0,https://data.museummayervandenbergh.be/ark:/59511/6f01ceb5-6459-5c38-a20d-5ca30bb39a91,object identifier,tg:mmbbr:1167,record identifiers,MMB.A.1167,descriptive note,Nederlands,inlichtingen over de herkomst van een empire pendule,Brieven
736791c7-ebd2-5e8a-9e5a-616df1d917f9,AA,0,https://data.museummayervandenbergh.be/ark:/59511/736791c7-ebd2-5e8a-9e5a-616df1d917f9,object identifier,tg:mmbbr:1168,record identifiers,MMB.A.1168,descriptive note,Nederlands,inlichtingen over de herkomst van een mozaïek voorstellend Sint-Cecilia,Brieven
25fa4ab7-c1a0-5f8d-99f2-ea06557247ea,AA,0,https://data.museummayervandenbergh.be/ark:/59511/25fa4ab7-c1a0-5f8d-99f2-ea06557247ea,object identifier,tg:mmbbr:1169,record identifiers,MMB.A.1169,descriptive note,Nederlands,verklaring over de herkomst van een gouden geëmailleerd medaillon dat omzet is met parels,Brieven
be7852ce-3ec6-5923-81f4-3c5e43f45552,AA,0,https://data.museummayervandenbergh.be/ark:/59511/be7852ce-3ec6-5923-81f4-3c5e43f45552,object identifier,tg:mmbbr:1170,record identifiers,MMB.A.1170,descriptive note,Nederlands,uittreksel over de schilder Arendt uit het register van de staten van goed van de stad Gent [12/05/1530],Brieven
ac7dbf4f-832b-5191-a917-62ca57816ac4,AA,0,https://data.museummayervandenbergh.be/ark:/59511/ac7dbf4f-832b-5191-a917-62ca57816ac4,object identifier,tg:mmbbr:1171,record identifiers,MMB.A.1171,descriptive note,Nederlands,[brief ontbreekt],Brieven
a4b699bd-f0f3-5c01-a184-0b3680608d89,AA,0,https://data.museummayervandenbergh.be/ark:/59511/a4b699bd-f0f3-5c01-a184-0b3680608d89,object identifier,tg:mmbbr:1172,record identifiers,MMB.A.1172,descriptive note,Nederlands,[brief ontbreekt],Brieven
7ed12a82-0784-5deb-a393-42a2466894ff,AA,0,https://data.museummayervandenbergh.be/ark:/59511/7ed12a82-0784-5deb-a393-42a2466894ff,object identifier,tg:mmbbr:1173,record identifiers,MMB.A.1173,descriptive note,Nederlands,[brief ontbreekt],Brieven
ffef428f-a21b-5937-8d47-6fccbc85103e,AA,0,https://data.museummayervandenbergh.be/ark:/59511/ffef428f-a21b-5937-8d47-6fccbc85103e,object identifier,tg:mmbbr:1174,record identifiers,MMB.A.1174,descriptive note,Nederlands,Simon de Vos' en een afrekening,Brieven
80da8f60-3c8f-5d91-8766-233f498afd9f,AA,0,https://data.museummayervandenbergh.be/ark:/59511/80da8f60-3c8f-5d91-8766-233f498afd9f,object identifier,tg:mmbbr:1175,record identifiers,MMB.A.1175,descriptive note,Nederlands,de signaturen van 'Jacobus Huys' en 'Catharina van Hemessen',Brieven
b35b7fba-965f-5f9c-b1d5-1c8d61d65310,AA,0,https://data.museummayervandenbergh.be/ark:/59511/b35b7fba-965f-5f9c-b1d5-1c8d61d65310,object identifier,tg:mmbbr:1176,record identifiers,MMB.A.1176,descriptive note,Nederlands,het adres van Paul Mantz,Brieven
c3b3972b-83bd-5fda-b0d7-11aa897c3ec0,AA,0,https://data.museummayervandenbergh.be/ark:/59511/c3b3972b-83bd-5fda-b0d7-11aa897c3ec0,object identifier,tg:mmbbr:1177,record identifiers,MMB.A.1177,descriptive note,Nederlands,een opsomming van oude kleding en wapens,Brieven
c11b8e91-a0d3-5630-af96-e68864a9b405,AA,0,https://data.museummayervandenbergh.be/ark:/59511/c11b8e91-a0d3-5630-af96-e68864a9b405,object identifier,tg:mmbbr:1178,record identifiers,MMB.A.1178,descriptive note,Nederlands,foto van een gesculpteerde kader,Brieven
c8bc8738-44fe-5f21-83af-1ca609de7c0e,AA,0,https://data.museummayervandenbergh.be/ark:/59511/c8bc8738-44fe-5f21-83af-1ca609de7c0e,object identifier,tg:mmbbr:1233,record identifiers,MMB.A.1233,descriptive note,Nederlands,De vraag om een schilderij af te geven in de Lange Gasthuisstraat,Brieven
0370da98-e171-5e40-81ee-041b6b9a5346,AA,0,https://data.museummayervandenbergh.be/ark:/59511/0370da98-e171-5e40-81ee-041b6b9a5346,object identifier,tg:mmbbr:1611,record identifiers,MMB.A.1611,descriptive note,Nederlands,In verband met foto's voor een publicatie over ivoren beelden,Brieven
30f75644-51d3-5e4f-9101-5560c1331efe,AA,0,https://data.museummayervandenbergh.be/ark:/59511/30f75644-51d3-5e4f-9101-5560c1331efe,object identifier,tg:mmbbr:1647,record identifiers,MMB.A.1647,descriptive note,Nederlands,Het opsturen van een lijst van penningen die Fritz schonk aan het Nederlandsch Genootschap voor Munt- en Penningkunde,Brieven
dc6a5780-3954-57d6-861c-d347a54e4443,AA,0,https://data.museummayervandenbergh.be/ark:/59511/dc6a5780-3954-57d6-861c-d347a54e4443,object identifier,tg:mmbbr:1648,record identifiers,MMB.A.1648,descriptive note,Nederlands,"In verband met de verzending van een meubel, door Fritz gekocht op de veiling A. De Bruyne te Mechelen",Brieven
832affc8-ef47-536d-babf-2a1c24c506a6,AA,0,https://data.museummayervandenbergh.be/ark:/59511/832affc8-ef47-536d-babf-2a1c24c506a6,object identifier,tg:mmbbr:1650,record identifiers,MMB.A.1650,descriptive note,Nederlands,In verband met een reis naar Engeland en introductiebrieven voor de hoofdconservator van het British Museum en James Weale. Tevens over de genealogie van de koning van Portugal. De brief bevat notities in potlood van Fritz Mayer van den Bergh,Brieven
19a96c19-4daa-554a-b61e-09077de9c0c9,AA,0,https://data.museummayervandenbergh.be/ark:/59511/19a96c19-4daa-554a-b61e-09077de9c0c9,object identifier,tg:mmbbr:1664,record identifiers,MMB.A.1664,descriptive note,Nederlands,In verband met de authenticiteit van een zilveren bisschopbeeldje,Brieven
0cc82e51-8df6-5338-954b-de950e915219,AA,0,https://data.museummayervandenbergh.be/ark:/59511/0cc82e51-8df6-5338-954b-de950e915219,object identifier,tg:mmbbr:1668,record identifiers,MMB.A.1668,descriptive note,Nederlands,"In verband met de restauratie van wandtapijten, het bezoek aan een kant tentoonstelling, enkele recente aankopen, en een werk van Pieter Brueghel de Jonge. Tevens over Fritz' reeks van 5 wandtapijten voorstellende het verhaal van Celadon: volgens Guiffrey bevatte het inventaris van het sterfhuis van Rubens een reeks van 8 wandtapijten met hetzelfde onderwerp.",Brieven
00a04bce-1ab4-5aaa-a207-449eeee9114b,AA,0,https://data.museummayervandenbergh.be/ark:/59511/00a04bce-1ab4-5aaa-a207-449eeee9114b,object identifier,tg:mmbbr:2424,record identifiers,MMB.A.2424,descriptive note,Nederlands,Het opsturen van de foto's van twee schilderijen (portretten) met de vraag om advies met betrekking tot de toeschrijving,Brieven
6255b017-a572-5793-be57-7ddfab377194,AA,0,https://data.museummayervandenbergh.be/ark:/59511/6255b017-a572-5793-be57-7ddfab377194,object identifier,tg:mmbbr:2425,record identifiers,MMB.A.2425,descriptive note,Nederlands,In verband met onderhandelingen met de markies,Brieven
2626cafc-6ca3-54fa-aa3d-7dbcc3cb0bd8,AA,0,https://data.museummayervandenbergh.be/ark:/59511/2626cafc-6ca3-54fa-aa3d-7dbcc3cb0bd8,object identifier,tg:mmbbr:2426,record identifiers,MMB.A.2426,descriptive note,Nederlands,In verband met een schrijven van de markies en een verkoop die tot zijn nadele is gebeurd,Brieven
5c687045-662a-5a92-937f-99d2d46c6149,AA,0,https://data.museummayervandenbergh.be/ark:/59511/5c687045-662a-5a92-937f-99d2d46c6149,object identifier,tg:mmbbr:2427,record identifiers,MMB.A.2427,descriptive note,Nederlands,In verband met een schrijven van de markies,Brieven
7084504a-b71b-5dc9-8600-7c26f950c23d,AA,0,https://data.museummayervandenbergh.be/ark:/59511/7084504a-b71b-5dc9-8600-7c26f950c23d,object identifier,tg:mmbbr:2428,record identifiers,MMB.A.2428,descriptive note,Nederlands,In verband met de veiling Antoine Joseph Essingh (Keulen 1865),Brieven
